signature,KM_pval,KM_HZ_0.95_lower,KM_HZ,KM_HZ_0.95_upper,n_low,n_high,Cox_HZ_activation_Z,Cox_HZ_ChemotherapyYES,Cox_HZ_SubtypeBasal,Cox_HZ_SubtypeHer2,Cox_HZ_SubtypeLumA,Cox_HZ_SubtypeLumB,Cox_HZ_Subtypeclaudin-low,Cox_HZ_SubtypeNC,Cox_HZ_Cellularitymoderate,Cox_HZ_Cellularityhigh,Cox_pval_activation_Z,Cox_pval_ChemotherapyYES,Cox_pval_SubtypeBasal,Cox_pval_SubtypeHer2,Cox_pval_SubtypeLumA,Cox_pval_SubtypeLumB,Cox_pval_Subtypeclaudin-low,Cox_pval_SubtypeNC,Cox_pval_Cellularitymoderate,Cox_pval_Cellularityhigh
HCC_0_vs_p-L_FC_1,1.36841024926472e-13,1.91460253289925,2.44581327874091,3.12440963159435,539,1441,1.09940270515178,2.11762484603623,1.24943869504071,1.60408008670489,0.586190895497661,1.3619506087958,0.82918141538831,1.60954360396559,1.09078476670013,0.954941317192999,0.0839953502209133,4.26900686425046e-13,0.350389361964005,0.0275610889555963,0.00911656893504732,0.135503577840577,0.417354038582135,0.514398192037721,0.596771517889756,0.778969712224976
HCC_0_vs_p-L_FC_2,0.00124144027308984,1.17605950509564,1.51780975475565,1.95886895318622,355,1625,0.973687685608075,2.12319833454548,1.5722540003654,1.81300915130233,0.60527814108694,1.56492672582906,0.92375852900804,1.72744262878741,1.12405777783726,1.01218056614631,0.595242427486383,4.5309492822829e-13,0.0451467936330564,0.00516306132511333,0.0151135008948525,0.0320762884677602,0.729457450230063,0.45525918874061,0.476441688458907,0.941142757671444
HCC_0_vs_p-L_UP_FC_0,7.21511008540945e-15,1.65550499465189,1.97039230206794,2.34517312638189,1122,858,1.11873695245839,2.05583486531124,1.22360969701023,1.5911486371581,0.579210623481471,1.31524661526073,0.841819639772437,1.62452151003762,1.090910179089,0.95019867066489,0.0482231456502645,7.30224570457501e-12,0.394118446604093,0.0298843892333798,0.00773915460532423,0.191747121848957,0.45071880790106,0.506146117154308,0.595967693832041,0.755549596690607
HCC_0_vs_p-L_UP_FC_1,2.45419300831609e-20,1.89424060424988,2.26352583224097,2.70480380461018,1064,916,1.15834615950718,2.04417079609335,1.14104060618237,1.58868865121785,0.612021182034691,1.39546623717699,0.804262703501128,1.66772425124642,1.08257262478955,0.944812103458584,0.0124171935966072,9.03619730281724e-12,0.582350401827791,0.0285634548308187,0.0165299761560863,0.0965549222441743,0.344939817821848,0.483319247914381,0.628923665706317,0.728794287127899
HCC_0_vs_p-L_UP_FC_2,2.26862153576718e-08,1.40508261401167,1.69389611027585,2.04207496683454,1517,463,1.13581444796719,2.05847708384627,1.31628385291926,1.76792407714041,0.629122300233739,1.61305868534052,0.773719986504261,1.67968573633586,1.09343431872796,0.985904179331633,0.0315788082245904,5.77937957846625e-12,0.214021063664206,0.00590188397153239,0.0244703092956662,0.0168497730581745,0.278302804334169,0.477228478343452,0.585863491609003,0.93027807468144
HCC_1_vs_8_DOWN_FC_0,1.20388435975592e-05,1.55172321712931,2.25701072652594,3.28286472962442,216,1764,1.05686189277678,2.18291551251165,1.42985261455582,1.66056063645352,0.590504628728876,1.47170733798869,0.885214728380223,1.60164316672956,1.10494348135569,0.983307972107323,0.210605582942439,1.07730359068788e-13,0.0968045467587836,0.0172204020605197,0.010075127594323,0.052164018929237,0.589100453700825,0.51909961057902,0.542369305447308,0.917529957412209
HCC_1_vs_8_DOWN_FC_1,0.000258168216414976,1.39214937244483,2.0807389307305,3.10992094925435,180,1800,1.02457790001954,2.15242414073097,1.46535716439481,1.72220099766986,0.589270750985044,1.46839621389614,0.896317247532195,1.64104525761842,1.11148555738626,0.990841589082809,0.617395074633672,2.43893822959229e-13,0.0802137823987678,0.010709221409732,0.010183668085459,0.0619348182741957,0.627547985441635,0.497865028755273,0.518726193059489,0.954953490695491
HCC_1_vs_8_DOWN_FC_2,0.0131160394584981,1.15227322497277,2.09405946954514,3.8055948597567,84,1896,1.0127930711361,2.14525892682594,1.4879704822787,1.74537995468427,0.591705214651533,1.48867494267837,0.899712613822748,1.65685475441708,1.11431482198547,0.99538984007605,0.793495415416319,3.55115199101197e-13,0.0662809381070782,0.00851980400365798,0.0110016115046344,0.0527377889060252,0.63928761694363,0.489550996898402,0.508387873394029,0.977325554032938
HCC_1_vs_8_FC_0,4.35593092545633e-17,1.81245472901639,2.18510540377326,2.63437510971117,907,1073,1.16114810367038,2.08605815533282,1.11144948818191,1.47735593312139,0.567759083871036,1.2475892765603,0.835067775529892,1.54623107347633,1.07875195297804,0.927598205819375,0.0112166496832875,1.52984276025604e-12,0.665070454553725,0.0744507511735817,0.0058625669963102,0.296551002955146,0.428979022920629,0.550658914031867,0.644482913553841,0.648146527863388
HCC_1_vs_8_FC_1,1.49202110673469e-17,1.76169510925399,2.09660533972813,2.49518428443499,1158,822,1.12549460367453,2.09870739553319,1.18443229320789,1.56183364291347,0.58986835793854,1.34999709610247,0.833399011125055,1.59661649618885,1.08577076472561,0.946487771713573,0.0387213650645179,9.32621305926905e-13,0.484676398093558,0.0384715065048407,0.00989684893065851,0.144018192392275,0.426184727944903,0.521559176320758,0.616383311899614,0.73777419683228
HCC_1_vs_8_FC_2,1.42294442413592e-08,1.38566164381258,1.65077137089547,1.96660283636798,1030,950,1.08755227415358,2.14683704225606,1.29874081498063,1.64446115996946,0.592131864391422,1.43008188194553,0.843219950760149,1.60973857116398,1.10420448307329,0.973192159372349,0.0933037554226507,1.54151873225667e-13,0.255195928120479,0.018611432336342,0.0104387946399455,0.0746196610943676,0.456686914613299,0.514318477942379,0.545112800691855,0.867503038457536
HCC_1_vs_8_UP_FC_0,3.18632033092241e-16,1.72705043012856,2.06262902298702,2.46341300303066,1039,941,1.13954089575717,2.06523012747681,1.16909054844265,1.54579928417959,0.572745813517406,1.28314771553062,0.850256535823461,1.59239350619945,1.08634148197814,0.939917197587328,0.0240263094931181,4.00974602797503e-12,0.515440628160659,0.0432483237639351,0.006630508521004,0.236725670731909,0.475170658437359,0.523905236265723,0.613922164703688,0.706125208721816
HCC_1_vs_8_UP_FC_1,6.97067133861887e-19,1.82486808288858,2.17614682909495,2.59504512473252,1102,878,1.14158006210876,2.06343836198587,1.15541513763136,1.56781145374662,0.598869181346206,1.36695766157426,0.823473232741068,1.62460116274251,1.08332258470412,0.943701249572363,0.023668136373652,4.27381912196563e-12,0.551666238305385,0.0353286880815971,0.0122057328017592,0.1234320329404,0.397299807176204,0.506077819479628,0.626046872232344,0.724027219160865
HCC_1_vs_8_UP_FC_2,4.67100463180079e-14,1.61928033177028,1.92586183238603,2.2904890059317,1306,674,1.15882592457263,2.05249369837613,1.2018596634033,1.6933823949754,0.637287054151081,1.5584904202672,0.789775097903054,1.70994946344472,1.09849460969273,0.973127130782483,0.012217606857467,6.17230968521359e-12,0.425487169317005,0.011198156648117,0.0289457752026393,0.0252403070826213,0.308850934473781,0.462210633542628,0.566421364860109,0.866909770955501
HCC_1_vs_p-H_DOWN_FC_0,0.0172608216711197,1.15469908530303,4.62960225548079,18.5617338029917,29,1951,1.01613246985561,2.15212724706324,1.49370066023427,1.74290601746774,0.594160524554668,1.50370853446512,0.897166676107076,1.65248265243851,1.11242095494693,0.99505443362369,0.708411848863597,3.89444642592457e-13,0.058898939692468,0.00813674510592494,0.0109940601752797,0.0396386319112551,0.630680826959093,0.49170495802,0.515343282260747,0.975642094549872
HCC_1_vs_p-H_DOWN_FC_1,0.0169293187715496,1.13185000748645,2.1879301776089,4.22939296764464,71,1909,0.983401675335227,2.1242402853793,1.52821141932514,1.80155443160669,0.602808752862092,1.54687466319842,0.91197276541958,1.69990987013239,1.11926985905076,1.00484085835868,0.730603267714647,5.76222483224261e-13,0.0488383737866535,0.00616246436364636,0.0146048189427213,0.037621905670807,0.685020656742248,0.467998648191663,0.49183330929888,0.976365892478186
HCC_1_vs_p-H_DOWN_FC_2,0.00900178292794025,1.14736726132519,1.77572547112965,2.74820543962248,1929,51,1.00321066540347,2.13716590722803,1.50302893545883,1.76070392554712,0.594972133402585,1.50523154280792,0.90075244976281,1.66675376500789,1.11453551686053,0.997695878956081,0.944639226398639,3.11764391923835e-13,0.05637998469079,0.00738785096653876,0.0116589775166332,0.0445117383770181,0.644940466781921,0.485246624225489,0.508329803769068,0.988692583815451
HCC_1_vs_p-H_FC_0,9.57914657779431e-18,1.78926007892097,2.1372236983879,2.55285701098604,1055,925,1.15065548372989,2.08551569617574,1.13574283988822,1.50804545534903,0.575054818182022,1.27022839818219,0.830571422271769,1.55733079141796,1.07744280517367,0.929969255716883,0.0163052692808924,1.53355256770653e-12,0.600281770066474,0.058716160070124,0.0069866239978945,0.256446712696421,0.416470716988724,0.544104519457335,0.649971992614687,0.659563987259623
HCC_1_vs_p-H_FC_1,6.09131466140766e-17,1.73680311980177,2.06659784186103,2.45901598822101,1161,819,1.10152908202532,2.12144736651056,1.24496018769808,1.60822496385003,0.595394759352688,1.38934046163252,0.813102769417354,1.59503833491806,1.08176810701365,0.95140354637658,0.0826993653882565,3.66093113339985e-13,0.359522934251807,0.0263738194097487,0.0112583937830891,0.106691414909264,0.376057564732415,0.522522167029814,0.633149449176702,0.76206588822612
HCC_1_vs_p-H_FC_2,0.00293737443941215,1.0934980950879,1.30157826932766,1.54925371959593,960,1020,1.0333558589678,2.1433860590818,1.47221216970898,1.73004350182746,0.592690689834141,1.48249835627187,0.864697332952803,1.61382329320234,1.10897299832214,0.991735380198553,0.480755215815072,1.73587526054681e-13,0.0703704913574859,0.00872883270934033,0.0106087267537999,0.0485937535979575,0.533164991045725,0.512912774855594,0.527766046499426,0.959231308559464
HCC_1_vs_p-H_UP_FC_0,1.01863285088091e-16,1.72210811591182,2.0467504371815,2.43259253782948,1250,730,1.13873755077429,2.05864178801154,1.17773595829445,1.56217501565487,0.579940748377002,1.29682105203605,0.846084601950756,1.60343961337847,1.08517631798529,0.940840555756076,0.0243332009793036,5.34921957554768e-12,0.493234648996509,0.0373457096220351,0.00784113206096754,0.214103244099467,0.462462145110542,0.517705925734641,0.618581136531376,0.710495708426502
HCC_1_vs_p-H_UP_FC_1,1.12886124327257e-19,1.87391047283375,2.24130881412101,2.6807391671492,1044,936,1.15076191307474,2.07131578375956,1.16425861636397,1.63565130283113,0.622378508535331,1.44452794360823,0.789723896931579,1.64405402916799,1.07508625501948,0.943652487229917,0.019016090333252,2.77768448282347e-12,0.524838431796771,0.0189169836608586,0.0209606984228208,0.064519272572611,0.311616279685922,0.495639461751929,0.659790854680453,0.723485137309934
HCC_1_vs_p-H_UP_FC_2,0.00628310911263563,1.07594625259781,1.297908893569,1.56566138126159,686,1294,1.07692926104062,2.09659861917651,1.50407818869744,1.82818230630064,0.62021697158839,1.59713545346762,0.829042794113354,1.70526972908887,1.12123861378149,1.01243471237012,0.197544157045092,1.26331561817776e-12,0.0531435988580408,0.00381708617314622,0.0209178396943774,0.0208168595070336,0.423897699908341,0.464587689827511,0.484343117620643,0.939329551080216
HCC_1_vs_p-L_DOWN_FC_0,7.70594238602066e-05,1.21627844410361,1.47808294420485,1.7962409845711,686,1294,1.04323800463943,2.17248473365173,1.44475201591466,1.69130664121963,0.590291697508629,1.47277629825192,0.877826397733052,1.61366490797145,1.10627381668235,0.985323997324555,0.335900665419122,1.52573988022285e-13,0.0880379243013217,0.0131481791220462,0.0100672897905585,0.0524751857000947,0.565994695675244,0.512561106333049,0.537656418460057,0.927597507128882
HCC_1_vs_p-L_DOWN_FC_1,0.00313327991423026,1.49746606090891,10.6510784632824,75.7582928872123,35,1945,0.978859292198522,2.12090491603274,1.54294492573336,1.79660289490272,0.603174512336599,1.55313532606916,0.913719066443597,1.70456439352393,1.11949383626387,1.0070381304554,0.659843700178007,6.54188428307828e-13,0.0466985225541567,0.00539306620107383,0.0142994200268621,0.0341634923448989,0.690818758386732,0.465571704823928,0.490758605158874,0.965702862312937
HCC_1_vs_p-L_DOWN_FC_2,0.0601490327601609,0.698459473196077,0.838977207312565,1.00776463259793,594,1386,0.919027596919107,2.07961352065814,1.65659245264868,1.8654970369955,0.624873963930013,1.6728343597468,0.950470354385071,1.82272535869683,1.12985802905203,1.02987145430444,0.0805503395662187,2.66303905122366e-12,0.0204000254788348,0.00286031211947319,0.02261024167684,0.0125460660233283,0.822848196375548,0.411696121874992,0.455679701982895,0.856596974986364
HCC_1_vs_p-L_FC_0,1.00626646333884e-19,1.87458902455385,2.24165678908848,2.68060097133153,1052,928,1.16405730360751,2.08443268818317,1.103176223609,1.47086192389499,0.568142835021253,1.23739041342238,0.814826708332277,1.53419099901195,1.0758179159409,0.924061939831676,0.0100430397115725,1.59280656939625e-12,0.688258453898243,0.0780731509112514,0.00591496476593683,0.316559777977346,0.372108093852027,0.55788777351202,0.65657095105824,0.631996151594556
HCC_1_vs_p-L_FC_1,5.65998159870979e-17,1.80572447389317,2.17626578505647,2.62284353769447,909,1071,1.12205883044069,2.1042716323326,1.19178815073209,1.57410022000933,0.590880242790219,1.34443578320921,0.812718594100441,1.57672049830971,1.08129100978639,0.942946613059143,0.0454237069523845,7.33400015169143e-13,0.469594045103833,0.0347704594697268,0.0101499929619429,0.151850869978459,0.37110230651093,0.532918698076606,0.634664048039689,0.721390608545258
HCC_1_vs_p-L_FC_2,0.0288839825658053,1.01971853577652,1.21180048431236,1.44006445137474,1069,911,0.967644186581944,2.12282750197765,1.57695350119789,1.78562868663652,0.597796240555701,1.53791954776267,0.941088463244688,1.72730971695919,1.12236118137154,1.00918212815742,0.50469405496153,4.30591645080722e-13,0.040050952260027,0.00521393245033027,0.0119091667323822,0.0311469658822524,0.794914425584519,0.454779594298068,0.481054164355852,0.955208072954744
HCC_1_vs_p-L_UP_FC_0,2.88519133380425e-17,1.76511419405707,2.10642676058236,2.51373747525032,1067,913,1.14576920710646,2.05462205539722,1.16063234895579,1.53843317179634,0.574437402588706,1.27640019570821,0.841169984575636,1.59120108757194,1.08475219096996,0.937664077793704,0.0190185000984811,6.2301449246699e-12,0.534243082400237,0.0455549420811607,0.00688152741264029,0.246388445873373,0.44742241302535,0.524565004794444,0.620232326325341,0.695334197109708
HCC_1_vs_p-L_UP_FC_1,2.12184600899061e-22,1.97299564681,2.35722874668596,2.81628972328784,1088,892,1.18030872847525,2.04223689209384,1.08822004056189,1.5290268191541,0.609857208873043,1.34866893839978,0.78260298466906,1.59834894445481,1.06995799400319,0.928005117247413,0.00617344586766112,9.0578304975182e-12,0.728368586503269,0.0468945703954532,0.0157347486558702,0.139416278886176,0.290869021733445,0.520502637718191,0.680916390226918,0.649506690014039
HCC_1_vs_p-L_UP_FC_2,3.27143398220766e-05,1.21180777424446,1.44135332842125,1.71438033449347,1032,948,1.13233186742124,2.08459694230509,1.43712066159356,1.87050517734771,0.648557870976055,1.70477770215978,0.800428640527561,1.69729724343485,1.10769566557474,1.0072964959607,0.040706517655127,1.59834151362631e-12,0.0881261555933373,0.0026965845283346,0.0378485206072741,0.0097367895480087,0.338917401393401,0.468438026164398,0.532166528673364,0.96425900152523
HCC_2_vs_8_DOWN_FC_0,8.39335287160102e-06,1.57316855241597,2.28818482784462,3.3281810765525,223,1757,1.05510666191883,2.18019176202834,1.42633364131568,1.66028254156022,0.586635515673383,1.45087127587822,0.878285374933818,1.60114279832986,1.10406947827517,0.982088006592676,0.238969775691118,1.19147383954566e-13,0.100703224359417,0.017656515639629,0.00929052588964075,0.0638835872775784,0.566466030256938,0.519449429191542,0.545726326095016,0.911561921131689
HCC_2_vs_8_DOWN_FC_1,0.00282951030614502,1.42630412990447,3.1898160880583,7.13377074517553,64,1916,1.02271848421552,2.15219045441656,1.47625147347148,1.72853612172112,0.588863585256312,1.46916468323704,0.899496471768866,1.64656180223262,1.11240599315696,0.992265200620312,0.649491161077186,2.75387711986432e-13,0.0712323765389656,0.00993656238626599,0.0102496387360084,0.0631806615875389,0.638273148650668,0.494852298567266,0.515334488205435,0.961938994484514
HCC_2_vs_8_DOWN_FC_2,1.01056020688086e-08,1.55735324129421,1.97429139675424,2.50285318445711,503,1477,1.09819891942134,2.16264088800322,1.29545711139781,1.56693300673098,0.565455444623737,1.33859049344362,0.86364794441269,1.51111388592131,1.10009798055704,0.96542066036698,0.070658495271866,1.04002404508404e-13,0.255098197203093,0.0387983794784939,0.00577521501829792,0.162527590275061,0.517843221849447,0.572656433856565,0.560294838270223,0.829065785076548
