-5.358089804649353027e-01	4.775651730597019196e-03
-7.214495539665222168e-01	4.795803070068359375e+00
-2.083017826080322266e+00	-3.177450895309448242e+00
5.461999177932739258e-01	-3.954588174819946289e+00
4.111057281494140625e+00	-3.826800584793090820e-01
1.585760831832885742e+00	2.374804735183715820e+00
-7.035738468170166016e+00	-2.976645231246948242e-01
2.206830978393554688e+00	-1.605790972709655762e+00
5.098817825317382812e+00	4.003782272338867188e+00
6.277994632720947266e+00	-3.444579124450683594e+00
-2.304350137710571289e+00	-4.260688304901123047e+00
1.771709322929382324e+00	2.927103519439697266e+00
1.483568549156188965e+00	-5.531197071075439453e+00
6.482942581176757812e+00	-3.870169162750244141e+00
1.679774671792984009e-01	4.946459770202636719e+00
4.905742168426513672e+00	-5.910201549530029297e+00
3.140179157257080078e+00	-8.763375878334045410e-01
3.947672843933105469e+00	1.722804069519042969e+00
-8.179726600646972656e+00	-4.215615987777709961e-02
1.565041661262512207e+00	2.760675668716430664e+00
-3.791713476181030273e+00	-3.727664232254028320e+00
3.848287343978881836e+00	-7.606652259826660156e+00
9.000028967857360840e-01	-2.971415281295776367e+00
5.457473397254943848e-01	3.184667587280273438e+00
-6.501736640930175781e-01	-3.705893829464912415e-02
3.689426183700561523e-01	3.261840343475341797e+00
5.605115890502929688e+00	-6.300664901733398438e+00
1.735285043716430664e+00	2.424360752105712891e+00
-1.545744657516479492e+00	-8.644464612007141113e-01
1.368806004524230957e+00	3.051770448684692383e+00
-1.273608326911926270e+00	-5.453215837478637695e-01
-4.804288387298583984e+00	3.189446926116943359e-01
2.733306884765625000e+00	-1.987697482109069824e+00
2.716684103012084961e+00	-3.917380332946777344e+00
5.547698020935058594e+00	-3.966998577117919922e+00
-3.117739222943782806e-02	4.228273391723632812e+00
4.609516620635986328e+00	-5.018338680267333984e+00
-4.218995571136474609e+00	1.164155483245849609e+00
-4.739825129508972168e-01	-3.885714769363403320e+00
-1.599730610847473145e+00	-5.934583663940429688e+00
1.046411395072937012e+00	1.334740519523620605e+00
4.553926944732666016e+00	-3.606216192245483398e+00
-8.287026286125183105e-01	-1.580227315425872803e-01
-7.315656661987304688e+00	-7.230873405933380127e-02
1.780451655387878418e+00	-1.785239815711975098e+00
5.893671512603759766e-01	-4.536561965942382812e+00
4.747859001159667969e+00	-3.448729038238525391e+00
-1.032089352607727051e+00	2.265316724777221680e+00
-2.745769500732421875e+00	-5.995003700256347656e+00
6.719385147094726562e+00	-2.906513452529907227e+00
1.044129133224487305e+00	2.929283380508422852e+00
4.679196357727050781e+00	3.662212133407592773e+00
5.903720855712890625e+00	-6.297185897827148438e+00
-4.083167552947998047e+00	-1.499420881271362305e+00
4.286935329437255859e+00	-3.626398563385009766e+00
3.918721675872802734e+00	-1.899755477905273438e+00
-2.911515533924102783e-01	3.651057481765747070e+00
5.427835464477539062e+00	-5.387243270874023438e+00
5.652521848678588867e-01	6.126813888549804688e+00
-2.180489778518676758e+00	-5.784111499786376953e+00
