signature,KM_pval,KM_HZ_0.95_lower,KM_HZ,KM_HZ_0.95_upper,n_low,n_high,Cox_HZ_activation_Z,Cox_HZ_ChemotherapyYES,Cox_HZ_SubtypeBasal,Cox_HZ_SubtypeHer2,Cox_HZ_SubtypeLumA,Cox_HZ_SubtypeLumB,Cox_HZ_Subtypeclaudin-low,Cox_HZ_SubtypeNC,Cox_HZ_Cellularitymoderate,Cox_HZ_Cellularityhigh,Cox_pval_activation_Z,Cox_pval_ChemotherapyYES,Cox_pval_SubtypeBasal,Cox_pval_SubtypeHer2,Cox_pval_SubtypeLumA,Cox_pval_SubtypeLumB,Cox_pval_Subtypeclaudin-low,Cox_pval_SubtypeNC,Cox_pval_Cellularitymoderate,Cox_pval_Cellularityhigh,C,pValue,FDR,Tissue.lung.stat,Tissue.lung.pValue,Tissue.lung.FDR,Tissue.tumor.stat,Tissue.tumor.pValue,Tissue.tumor.FDR,Subtype.LM-H.stat,Subtype.LM-H.pValue,Subtype.LM-H.FDR,Subtype.LM-L.stat,Subtype.LM-L.pValue,Subtype.LM-L.FDR,Subtype.p-H.stat,Subtype.p-H.pValue,Subtype.p-H.FDR,Subtype.p-L.stat,Subtype.p-L.pValue,Subtype.p-L.FDR,VISION_Clusters.Cluster 1.stat,VISION_Clusters.Cluster 1.pValue,VISION_Clusters.Cluster 1.FDR,VISION_Clusters.Cluster 10.stat,VISION_Clusters.Cluster 10.pValue,VISION_Clusters.Cluster 10.FDR,VISION_Clusters.Cluster 11.stat,VISION_Clusters.Cluster 11.pValue,VISION_Clusters.Cluster 11.FDR,VISION_Clusters.Cluster 12.stat,VISION_Clusters.Cluster 12.pValue,VISION_Clusters.Cluster 12.FDR,VISION_Clusters.Cluster 13.stat,VISION_Clusters.Cluster 13.pValue,VISION_Clusters.Cluster 13.FDR,VISION_Clusters.Cluster 2.stat,VISION_Clusters.Cluster 2.pValue,VISION_Clusters.Cluster 2.FDR,VISION_Clusters.Cluster 3.stat,VISION_Clusters.Cluster 3.pValue,VISION_Clusters.Cluster 3.FDR,VISION_Clusters.Cluster 4.stat,VISION_Clusters.Cluster 4.pValue,VISION_Clusters.Cluster 4.FDR,VISION_Clusters.Cluster 5.stat,VISION_Clusters.Cluster 5.pValue,VISION_Clusters.Cluster 5.FDR,VISION_Clusters.Cluster 6.stat,VISION_Clusters.Cluster 6.pValue,VISION_Clusters.Cluster 6.FDR,VISION_Clusters.Cluster 7.stat,VISION_Clusters.Cluster 7.pValue,VISION_Clusters.Cluster 7.FDR,VISION_Clusters.Cluster 8.stat,VISION_Clusters.Cluster 8.pValue,VISION_Clusters.Cluster 8.FDR,VISION_Clusters.Cluster 9.stat,VISION_Clusters.Cluster 9.pValue,VISION_Clusters.Cluster 9.FDR
HCC_MK_7_vs_p-H_UP_FC_1,2.97830690412557e-10,1.572992564002,1.94072426689001,2.39442370313136,1692,288,1.07031108878866,2.07240469922215,1.47036216304715,1.7948097405882,0.623958447183332,1.61382460292041,0.880908672709268,1.72306059169777,1.1112782630109,0.997694827508087,0.199521491311443,6.57858157862506e-12,0.0691485861241857,0.00477202491181006,0.0230685523016883,0.0191879508121048,0.574804255508561,0.456061201160863,0.519012880895441,0.9886310791862,0.516005173420294,0.00933022325891369,0.0145024122393985,0.421364766696665,1.58278024653525e-15,2.91260474590734e-15,0.578635233303336,1.58278024653525e-15,2.91260474590734e-15,0.402253348323143,1.30654742646311e-09,1.77884666508322e-09,0.436671034637032,1.72780968438374e-07,4.09592531062734e-07,0.442524676058489,1.02022979015492e-11,2.01545394819821e-11,0.573708913825193,1.0961699834883e-27,2.3250342281357e-27,0.321516345359095,4.20696730240901e-98,7.1536195057841e-98,0.366544829819298,1.41267273155708e-58,4.03763908381207e-58,0.340561201669945,8.50942458829863e-28,1.55171860139563e-27,0.387883829513408,7.96072482987327e-19,1.21983730282849e-18,0.357985898980483,8.69454020138106e-60,2.87204893537424e-59,0.743947124735,9.39948208353372e-253,3.64229930736932e-252,0.389619316669249,6.86584097468337e-15,1.01725511499904e-14,0.51802737427974,0.165525215592715,0.176940747702557,0.590094133849609,2.8416312041852e-35,4.49089166779072e-35,0.2943869498557,1.79316971093088e-66,2.33112062421015e-65,0.649693882698877,1.41900902360797e-28,3.73765121904583e-28,0.791789768660978,5.17880179276299e-156,5.21764280620871e-155,0.494495342130477,0.615220954192972,0.63410241570273
HCC_MK_7_vs_p-L_DOWN_FC_1,0.0603613581899383,0.941980568394491,2.27289919153432,5.48426465280745,1970,10,0.981787233206666,2.12663724620103,1.53275263498613,1.78959011292194,0.603358620035084,1.54574485130556,0.919017944189105,1.7061805503378,1.11915213841452,1.00397205053048,0.693906346070041,3.99347854582637e-13,0.0477564322353011,0.00550722692980797,0.0146444060120037,0.0349882894113084,0.713247265130662,0.465067322032464,0.491977988098435,0.980546491929432,0.576319888942692,0.000333222259246918,0.000608307869008203,0.675600868965771,7.25134908721709e-71,3.65286710268561e-70,0.324399131034229,7.25134908721709e-71,3.65286710268561e-70,0.880717046802088,1.94044133334754e-123,8.6888650815451e-122,0.54955265683358,4.32263788394682e-05,8.37511090014696e-05,0.562678765553931,1.17496756665972e-13,2.58749688176977e-13,0.377444345060624,1.81434954749995e-73,6.09319056368735e-73,0.287914977731285,1.04655948665058e-137,1.99887901952694e-137,0.44439631654533,1.77737097949407e-11,2.70294530089098e-11,0.657267070155997,4.33847062597672e-27,7.80537349227062e-27,0.809583993908593,3.35817016361541e-132,2.18281060635001e-131,0.323175656606464,1.15979216625923e-91,5.63128003617431e-91,0.571908413274658,1.3814875040927e-23,1.91979125568744e-23,0.941718220431581,3.54103527484551e-213,7.1351860788137e-211,0.498639807579683,0.916673660168186,0.923548712619448,0.339027323786867,1.21073670671324e-108,3.51026541586643e-108,0.413382570120851,4.00717763107817e-13,1.12929551421294e-12,0.796455417501477,6.83774197254567e-107,1.25255000678905e-105,0.77477696605357,1.40516671262898e-138,1.20485571316911e-137,0.448687780444537,2.79404085965132e-06,4.03583679727413e-06
HCC_MK_7_vs_p-L_FC_1,2.00689305000765e-08,1.37286563893139,1.63169808488338,1.93932935948814,1154,826,1.07540728149327,2.11343863685106,1.36593664035359,1.6906495719381,0.589569477444836,1.42655764895245,0.809517882545052,1.5787429915453,1.09477177116394,0.974582266467789,0.15995723135523,5.15829824732683e-13,0.161628025113073,0.0121518137626776,0.00987527276901847,0.0789162273762277,0.375314509231452,0.532092528454635,0.581569409331134,0.874617532397052,0.654669881756252,0.000333222259246918,0.000608307869008203,0.715010274048737,2.70244523725341e-105,2.94347413679223e-104,0.284989725951263,2.70244523725341e-105,2.94347413679223e-104,0.878001427112049,1.03374959220608e-121,3.47167571382543e-120,0.610531932853742,7.36989262540286e-20,3.66674904695969e-19,0.617228961661997,8.73993484180104e-44,3.8705425727976e-43,0.324020662799733,2.01296969686791e-149,1.30843030296414e-148,0.182240725075391,1.56665437436642e-306,5.79230929238227e-306,0.569045095593504,6.9146840584683e-17,1.17578804876064e-16,0.483057131521315,0.245552757688263,0.262487430632281,0.683280051985921,1.51444019041855e-47,3.59011409846281e-47,0.350077019351112,2.01662992783909e-66,7.2562666153496e-66,0.699943729307968,1.76163124818533e-170,4.25112211388435e-170,0.913618140567946,3.56464612648426e-187,6.52978358624162e-186,0.404232043931183,1.74744096404188e-13,2.77251460042864e-13,0.296915829627864,9.72149697697981e-172,3.99771763441108e-171,0.303124154491342,4.26691574602984e-61,5.21080922924251e-60,0.813280878389092,3.85762841333471e-119,9.14484853278757e-118,0.82151994050209,5.52844708590323e-189,1.01271098891773e-187,0.473017322341647,0.0137460466613609,0.0163411705148332
HCC_MK_7_vs_p-L_UP_FC_1,1.26617241056878e-12,1.57457453982557,1.87981647245035,2.24423161985532,1425,555,1.15025897086414,2.01960570916991,1.34353365761852,1.74564764485643,0.636243006670452,1.55409939371356,0.785769467123005,1.66405884383309,1.08982582254454,0.974996675378998,0.0131496866270036,2.95425368226248e-11,0.172316222219331,0.00713972613954385,0.0283962182388167,0.0261953853840336,0.29904967475665,0.485219461714982,0.600093270118416,0.87617313702375,0.63932550037199,0.000666444518493835,0.00118142437369362,0.696643252556627,2.17517375177823e-88,1.59380913084841e-87,0.303356747443373,2.17517375177823e-88,1.59380913084841e-87,0.803601917874322,3.36069461704173e-79,1.7589090008673e-78,0.624904863457014,6.4662482711001e-25,4.07171570820834e-24,0.620980088047713,1.61834990127184e-46,7.58366290944826e-46,0.330240463670696,3.46364714713243e-139,2.11492393983996e-138,0.206320260638475,3.77258880789509e-262,1.10170528230559e-261,0.650093582276526,1.32347675565961e-73,4.52000959771885e-73,0.315478141170751,1.1665893294974e-36,2.49434806499905e-36,0.468819766047527,0.0137328236333507,0.0152041975940669,0.432102403345663,6.34941109169461e-15,1.06617194581372e-14,0.740683138855535,4.31221963526227e-246,1.6090967713062e-245,0.802518883180559,4.67286379857575e-101,1.94140629982065e-100,0.338794432242266,2.59612173167891e-35,5.97849747352343e-35,0.33256227375891,2.19718131533461e-117,6.81126207753731e-117,0.267341241657648,1.38369899578484e-84,2.93489839632259e-83,0.729591579341857,7.21110096109386e-65,4.68721562471101e-64,0.770401287536301,2.90301514767778e-134,2.29395118532186e-133,0.489538292240995,0.339440050266471,0.365760268067882
HCC_MK_8_vs_p-H_DOWN_FC_1,2.62988091192424e-07,0.529222173974667,0.631429585672948,0.753376070145912,1029,951,0.99927569168614,2.13503813421448,1.50515317436237,1.76471765310949,0.595797906156061,1.50933133628803,0.902378965038007,1.67295065435154,1.11532875194133,0.998690968821591,0.987736853251676,2.70637739543718e-13,0.059578295349044,0.00713840879728555,0.0115430488259522,0.0409724550585556,0.648380779323685,0.48090029082914,0.504707880669513,0.993552630499858,0.262367279552362,0.267244251916028,0.278271320563049,0.518731721109838,0.0576163178404666,0.0665311635808253,0.481268278890162,0.0576163178404666,0.0665311635808253,0.366442332866185,1.14029245223637e-16,1.89110229733028e-16,0.603788216293067,1.07585314459909e-17,4.61243422631313e-17,0.629263922501417,7.46319508744242e-53,3.85598412851192e-52,0.408447850599013,8.5614717607314e-42,2.09107461792409e-41,0.50257791626644,0.761423158346859,0.76522078008425,0.636862490183937,1.64089260051744e-61,4.86235086770978e-61,0.655165221198239,2.05552511136825e-26,3.58604597351257e-26,0.607959829636882,1.4372484238387e-17,2.15320117028623e-17,0.429839135127872,7.83812970522104e-16,1.34415586008684e-15,0.321788554863721,7.49676994233376e-136,1.57354077435443e-135,0.33724069151578,1.62405308646159e-30,2.92184550823224e-30,0.561875179099103,1.93916565916113e-06,2.52907365903539e-06,0.438341124133485,2.21832939492269e-17,2.91200894512653e-17,0.445110846185065,4.27247968248324e-06,8.00841540484069e-06,0.530427771451634,0.0241953038483525,0.0270102699470527,0.583556712036677,2.53554503880916e-14,4.1537587424394e-14,0.748544771517745,5.0112944162748e-114,9.61691261789877e-113
HCC_MK_8_vs_p-H_FC_1,4.27293988502489e-19,1.81943115798894,2.16462503491235,2.57531125659539,1182,798,1.26778772530211,1.96922659963476,1.23924358654524,1.70705065394103,0.672916277292113,1.59218663837649,0.739785939356512,1.71431008074863,1.05492742103211,0.940126336167836,2.14068595496206e-05,1.20306862980762e-10,0.321814631132443,0.00986524837731687,0.0549327096314262,0.0190067293326041,0.191145050131991,0.460096002562548,0.74478391137416,0.704222639256091,0.422707190682538,0.0229923358880373,0.0319213983688285,0.646385922546636,8.39634910078994e-50,2.99445016603393e-49,0.353614077453364,8.39634910078994e-50,2.99445016603393e-49,0.503220242403708,0.84159414909754,0.843687666881365,0.718980986917428,5.27096929720907e-73,4.24840125355051e-71,0.719592736462327,5.75679486752209e-149,2.10908030146491e-147,0.290695596393271,1.61142505032271e-210,1.70895867178961e-209,0.375671689494202,1.49580739590346e-48,2.18409558169961e-48,0.799891837336988,6.67443664458369e-288,1.5822340986866e-286,0.633558651709989,5.4962697721487e-20,8.55211088098814e-20,0.38188692745637,1.01463531992441e-20,1.58487610050208e-20,0.292453168305577,1.52011293670334e-125,1.00427133359253e-124,0.413245675963679,1.40952407366487e-33,2.09608192504407e-33,0.458891882119684,0.00373146915060773,0.00407529015635478,0.625114560767543,6.3152662810796e-22,1.16212434304798e-21,0.451482942925969,2.48974942641153e-11,3.04975385666823e-11,0.264903640196609,2.50832390769226e-86,5.94620314588223e-85,0.616192325986999,7.4829076802058e-18,1.44981336303987e-17,0.608780911023709,3.39336980474869e-23,6.60641561021122e-23,0.782779993928643,5.13243159625985e-147,1.29273120830795e-145
HCC_MK_8_vs_p-H_UP_FC_1,4.83621535154974e-25,2.04251037465857,2.43061438621954,2.89246329800649,1418,562,1.28071123359543,1.94204440307254,1.1332684861847,1.5838800996693,0.658862194271137,1.49107922855007,0.727253468620705,1.64999859695648,1.05580433054854,0.935157926024464,2.12512273723893e-05,3.42117593295347e-10,0.572990769130581,0.0274959169949214,0.0426334548161557,0.0435510375235622,0.169236952618523,0.492537970859863,0.740848216983518,0.680272681725322,0.451019879013809,0.024325224925025,0.0335547314882178,0.673546444176321,2.9220025190865e-69,1.38537295904924e-68,0.326453555823679,2.9220025190865e-69,1.38537295904924e-68,0.604992325422615,7.20681130841743e-11,1.01906840606745e-10,0.702391119011878,1.24395480296399e-62,5.57015317327207e-61,0.688331092027733,4.26015099318552e-110,9.53800472363203e-109,0.29796141197304,2.67186417928127e-196,2.62624698597647e-195,0.352342570124141,9.73865890929245e-68,1.5512567353537e-67,0.772281819664694,1.04583809404162e-237,1.62104904576451e-236,0.573019887161904,5.59743428167097e-07,7.00548452022796e-07,0.292450248096633,1.828830208907e-60,5.22708208645051e-60,0.290947496976061,2.41355776671289e-127,1.64858267794118e-126,0.493190980932665,0.343221928023489,0.35557438815801,0.570780239908773,5.93661612146604e-07,7.52344747468809e-07,0.611761767072165,8.17378572110543e-18,1.43844351336484e-17,0.479024300577069,0.00390917444964178,0.00426936938538113,0.252304856601732,1.28731939608484e-95,3.990690127863e-94,0.614436340573966,2.30721201706118e-17,4.40666560604577e-17,0.583835489609502,2.08158911196945e-14,3.45218276594111e-14,0.704524584254314,7.83413085124649e-78,6.8633798544616e-77
HCC_MK_8_vs_p-L_DOWN_FC_1,0.000278222868075756,1.16269112035457,1.38940869667194,1.6603347979461,885,1095,1.07794115949055,2.13944410342033,1.41673487025119,1.70249311068485,0.598189379306373,1.47436790431107,0.821989360659906,1.67829333946476,1.11781078267306,0.996550381085962,0.123632609540447,2.08759669836927e-13,0.105550980213214,0.0107334136023891,0.0120381711369278,0.0506927839010956,0.400758583489214,0.477945468470776,0.496500435621855,0.983011943133654,0.593822948637753,0.00166611129623459,0.00279203807064312,0.698374120118263,6.43313481946707e-90,5.08343790636319e-89,0.301625879881737,6.43313481946707e-90,5.08343790636319e-89,0.874621532964748,1.39976627148753e-119,3.76070538272983e-118,0.587350189431138,5.64009313759257e-13,2.01146684464585e-12,0.612930509365892,9.28715118273609e-41,3.74272192664265e-40,0.334581639290942,2.92477943772155e-132,1.66012128648139e-131,0.301702022046612,1.23356453528812e-120,2.21931476661211e-120,0.575364705780515,8.04260216401819e-20,1.44051940982192e-19,0.737698048117734,1.13808478657478e-59,3.61140290543021e-59,0.790930957979894,5.55894942188284e-117,2.76574890989973e-116,0.179044573149939,2.35136516438174e-297,6.76857258032745e-296,0.572578426384076,5.35872638461832e-24,7.47254924913904e-24,0.906558552759666,6.55824575960668e-181,8.80991013707164e-180,0.420522605961922,9.73528146089195e-10,1.41636044358825e-09,0.400970886113451,2.94826039304149e-42,5.09935166693443e-42,0.506053560155123,0.612114359940136,0.637421413581072,0.66928448909581,4.49830636522734e-36,1.41626364467705e-35,0.799508638181662,2.88549285769865e-164,3.32243891900731e-163,0.308041228311499,8.74421103487097e-69,5.87319507842167e-68
HCC_MK_8_vs_p-L_FC_1,7.50038284474563e-22,1.96330782501208,2.34958951645842,2.81187230322242,1060,920,1.2310111938237,2.00786796856791,1.01727548908491,1.50391532087077,0.617659123444535,1.28453958036739,0.695424079727617,1.56275063043965,1.05979173530057,0.913549698031008,0.000901343289804275,3.23662260650488e-11,0.943916673319903,0.0556193388703986,0.0187750719903953,0.220759256692407,0.13030588758278,0.540822861334594,0.724390901964587,0.582810924110004,0.579941968917103,0.000333222259246918,0.000608307869008203,0.688576553187775,1.94024451843509e-81,1.18472506201415e-80,0.311423446812225,1.94024451843509e-81,1.18472506201415e-80,0.856808299837268,1.16243218884964e-108,1.26610857326056e-107,0.582646310676356,9.0594579690029e-12,2.8747728830773e-11,0.587868951958728,2.4417489824025e-25,7.34346895453887e-25,0.355225917493359,9.07775031164493e-102,3.85087723746622e-101,0.3600203655884,4.60769204433006e-61,7.19728641032952e-61,0.533025657422594,6.51754734416382e-05,8.52782980421435e-05,0.673135335204497,1.77123781178285e-32,3.44835187511347e-32,0.658601778190767,4.84374357721473e-36,1.00104033929104e-35,0.195656969366513,1.37510820631057e-267,2.77084303571579e-266,0.621160219212819,8.05606037440445e-64,1.36987018180801e-63,0.901995994898263,6.43317120013017e-177,7.00694052338503e-176,0.450145409674317,0.000125567145771367,0.000154750947235049,0.349669847829509,5.31964365888113e-95,1.34831219781704e-94,0.389464257530664,2.06771657206432e-20,8.01240171674926e-20,0.803768540006054,3.92501204756975e-112,8.32515713247689e-111,0.825657261222551,7.96984575731421e-194,1.60592392009881e-192,0.363228325728326,8.58689346181524e-36,2.81342932122889e-35
HCC_MK_8_vs_p-L_UP_FC_1,1.11488898128231e-22,1.95898810642504,2.33230290536729,2.77675848288404,1186,794,1.21116870192646,2.0051922844925,1.05687920180972,1.53938928572699,0.616398910569877,1.30453117604744,0.737253785052214,1.56101959481198,1.05782205325693,0.914306404050914,0.00205434038047299,3.95290400983047e-11,0.818835785664425,0.041976584937103,0.0182646641705774,0.192568802848226,0.196348416345546,0.54184944420522,0.732981410038273,0.586617793464602,0.407986973338605,0.0313228923692103,0.0425238000835165,0.637311018086002,4.95449150672631e-44,1.59732806176856e-43,0.362688981913998,4.95449150672631e-44,1.59732806176856e-43,0.790394201202265,1.28195627534111e-72,6.07798092897019e-72,0.542880360725545,0.000401852561557178,0.000722975813872958,0.528880102886264,0.000629282432928351,0.000865531810478244,0.417056612638008,1.30089197714769e-34,2.97874697040068e-34,0.494035303204351,0.482371198177272,0.488431137852866,0.468669211065837,0.000151674675450039,0.000195287201937271,0.550241788402786,0.000574336465076478,0.000659423348791511,0.4669160428963,0.00893244422128667,0.0100834034206681,0.32753363823159,2.7152608475009e-87,1.28735308416808e-86,0.59295496854699,2.69670448105896e-38,4.07030676354593e-38,0.833399687697424,2.54272879788497e-122,1.34831540203637e-121,0.500543792915905,0.966638882396023,0.966638882396023,0.358940014365733,7.12386981406939e-84,1.65949106073408e-83,0.313428791260823,4.71268058498229e-55,5.27558409929962e-54,0.777376508064632,8.1168774455073e-94,1.25811600405363e-92,0.758157899617248,1.47890187713739e-122,1.06428117229708e-121,0.455752848320416,5.33867879630474e-05,7.1477991857502e-05
HCC_MK_9_vs_8_DOWN_FC_1,0.0485526162681665,0.701765208366561,0.837339066874231,0.999104407791579,1131,849,0.960123052483019,2.12177389224324,1.52556786264895,1.79923967125158,0.606568238533705,1.56171472944168,0.877488133921013,1.67196853961519,1.10703225628057,0.996707838683411,0.413648544233532,3.96003301240616e-13,0.0460583414712885,0.00477188975081304,0.01508540017314,0.0273520143347089,0.566002181514347,0.481172177141326,0.534941213050906,0.983770293596927,0.39563113837607,0.0409863378873709,0.0537710671366425,0.472019854595576,0.0045681285595479,0.00556180002869427,0.527980145404424,0.0045681285595479,0.00556180002869427,0.454832160329365,0.0050580756684985,0.0057582047864545,0.483340816512873,0.16917530200437,0.207226889689243,0.513935854701587,0.0990149016818882,0.117017611078595,0.504211524909199,0.533249225432997,0.551024199614097,0.599679761600303,7.96002209984639e-32,1.04491495317202e-31,0.427970320933513,3.05603892219067e-18,5.354711676708e-18,0.354131450804085,1.56295995215691e-23,2.56045878341152e-23,0.747055252453857,6.75210217285263e-85,2.51953442190705e-84,0.586450247688595,3.16901722356236e-23,6.38556970547816e-23,0.478396146488307,0.00263602594474673,0.00295910433351791,0.489178278680383,0.445210586759882,0.453080470869274,0.428016739030363,3.07320581197048e-08,4.2269690860891e-08,0.379295004822453,6.50962286562404e-62,1.34532205889563e-61,0.511609397546898,0.330836404410042,0.362301823307736,0.641795191489975,8.29185355672468e-26,2.0375713313171e-25,0.533148020548463,0.00250304536371044,0.00296684494580972,0.466395866733705,0.00215172798696043,0.00268064831328215
HCC_MK_9_vs_8_FC_1,0.00923011184556412,1.05797599356001,1.25807503115853,1.4960195634484,1152,828,0.981717871659466,2.13742793837172,1.5285113351658,1.77983414373478,0.596870590723787,1.52305846902845,0.890186242412303,1.65786274433622,1.1121477443014,0.998624197012038,0.69874737585205,2.10084977957536e-13,0.0479596697039572,0.0055598582327245,0.0116753918940199,0.0346182433072793,0.609769043403059,0.488665671044981,0.516393981519278,0.99322282494979,0.399639779478547,0.0353215594801733,0.0472054486510727,0.419225073702622,2.67408787216943e-16,5.03578230132841e-16,0.580774926297378,2.67408787216943e-16,5.03578230132841e-16,0.433911621722904,4.1006442892418e-05,4.9926273370527e-05,0.415539145303314,3.15911429588481e-12,1.06985131196771e-11,0.440557844841254,1.97210324402029e-12,3.99375682080492e-12,0.575972515856237,2.61021438630243e-29,5.6860345820534e-29,0.522013681410121,0.0095231592335399,0.0101262088947667,0.451707879927947,5.24629760813292e-09,7.49736856765095e-09,0.328079973816342,4.77576931958201e-32,9.25305305669015e-32,0.461778713158501,0.00252246353950228,0.00290443658976977,0.357954257463574,8.19245878257915e-60,2.72856271849537e-59,0.606400898371701,1.24186507789736e-49,2.0099262104122e-49,0.445578097497209,0.000123410857282916,0.00014291544679602,0.318730988342998,3.42780334201895e-44,9.52692928850785e-44,0.705877217031403,1.94239590925424e-176,8.32750586627084e-176,0.651820380140693,4.76359190512661e-37,3.19954589627671e-36,0.693239654352307,1.77001132175781e-46,6.99328002616078e-46,0.373669654401405,1.03570940046462e-30,2.17391087701688e-30,0.215887864874351,2.19282199730859e-148,5.89138176610241e-147
HCC_MK_9_vs_8_UP_FC_1,1.48786431008027e-06,1.28425645599226,1.52843076946862,1.81902968535476,1262,718,1.01813252700542,2.12493636912119,1.48405905480578,1.76313292017298,0.600206040103116,1.51849153335748,0.90715866117037,1.69633494329917,1.1155971783779,0.997772282119957,0.711068616530839,4.87369606434908e-13,0.0664217710211418,0.00614681224612877,0.0129700806314061,0.0353214873136218,0.665792960962384,0.469468552487031,0.503713155528016,0.989021370892046,0.522756104741836,0.000333222259246918,0.000608307869008203,0.42616317235447,7.21202912787424e-14,1.28037345309838e-13,0.57383682764553,7.21202912787424e-14,1.28037345309838e-13,0.452334457569084,0.0030931039453205,0.00359227922179873,0.41558516213967,3.24553721371757e-12,1.08995958094015e-11,0.428632955991031,2.96215569416866e-17,7.19125749849381e-17,0.580350553838926,1.38061526261866e-32,3.10831257449899e-32,0.467391180385854,0.000122767956888405,0.000134810590261655,0.495118546116356,0.555036726263633,0.572071101494231,0.402737707730178,2.62630381851765e-11,3.52800146287538e-11,0.310881663169542,1.6520763216347e-50,4.08458133508456e-50,0.285665163169754,9.28922425344143e-134,7.48711474827379e-133,0.63169035975076,4.64619431013336e-75,8.28502790700772e-75,0.442701218615776,5.29514702252666e-05,6.25790102662242e-05,0.332688646182046,6.62250251385893e-38,1.61418597101005e-37,0.799286875700776,0,0,0.666103839736652,5.25748981347747e-44,4.41410082256546e-43,0.639788042146533,3.96461058382934e-25,9.6249281041158e-25,0.335759470947929,1.02046163787987e-50,2.68788261480776e-50,0.197963486477,1.96034874177061e-167,7.18200493575961e-166
HCC_MK_LM_vs_Parental_FC_1,1.18311913039314e-14,1.71301497789537,2.06873321708671,2.49831856621357,860,1120,1.07718124521659,2.11899917786826,1.298802998676,1.65465766875782,0.5947329308253,1.41895954264317,0.827304181551382,1.60936607084699,1.09270941478054,0.963813952141479,0.192685706793266,4.24228203989294e-13,0.277533916480684,0.0180714351578945,0.0111010321138847,0.0859565423366856,0.420565350142811,0.514645688230234,0.589853992357349,0.822691433338659,0.653261149371205,0.000333222259246918,0.000608307869008203,0.67402783419819,1.23373482312777e-69,5.99030281590951e-69,0.32597216580181,1.23373482312777e-69,5.99030281590951e-69,0.846617795779239,1.18524126462622e-102,9.55304459288733e-102,0.566464932920662,4.12829932596327e-08,1.01445404168488e-07,0.582109011770153,2.4869744732893e-22,6.96007439399713e-22,0.365742758533456,8.6539216102978e-88,3.17048218995456e-87,0.191599829160569,7.23866930225639e-289,2.37169408846287e-288,0.476721560875007,0.00488268045726387,0.00594477409147232,0.572529890729533,6.65982014337705e-07,8.28366517833627e-07,0.711931829424759,5.75565408853535e-63,1.69308656764945e-62,0.424397993897836,3.90524054131561e-18,7.02594615245621e-18,0.711086683602982,8.93372634715752e-190,2.33785176487304e-189,0.906757814517699,4.37961282439736e-181,6.08615161459357e-180,0.477391364645357,0.0820111875618567,0.0903019360312248,0.246058031729491,2.42316022853434e-267,1.84251617377234e-266,0.407850266053391,1.17503556767228e-14,3.61480407459487e-14,0.739506608818485,1.98378446258828e-70,1.70098965621931e-69,0.761504062663017,1.05687251864047e-125,7.74399318203833e-125,0.491914896644626,0.460356385818466,0.489508241384807
HCC_MK_LM-H_vs_LM-L_DOWN_FC_1,4.30940717983127e-05,0.430635271544171,0.567165042175367,0.746980580369833,144,1836,0.908388051048064,2.06925571199608,1.57256617963359,1.84530013481291,0.626096826528964,1.69103432023304,0.939758689056478,1.7302564296284,1.11267920733174,1.0114065263431,0.0342272341168694,3.92174938016988e-12,0.0326042949052727,0.00318386552194808,0.0228859341991773,0.0102469961666969,0.783170187191155,0.452525824612969,0.513917516662829,0.944205491745325,0.493080460148051,0.0133288903698767,0.0197175654092314,0.734066851619754,2.0121998143236e-124,3.86150726272576e-123,0.265933148380246,2.0121998143236e-124,3.86150726272576e-123,0.870113039594659,9.11569634033341e-117,1.74934553578779e-115,0.64373736260817,1.85391414470299e-32,1.73750558212862e-31,0.670480802210302,1.44954683810633e-90,1.46041843939213e-89,0.280981776621312,2.59210528651433e-230,3.48206143488425e-229,0.42525154766212,1.32532337177222e-18,1.60875096031387e-18,0.736994308780125,1.35700802841167e-180,1.30208151297596e-179,0.521587310607854,0.138996332581913,0.15017566228019,0.84982875831375,3.02687286849808e-168,4.20630953794734e-167,0.424201246645774,3.20076380243644e-18,5.83668693385469e-18,0.440039158850102,7.02546896372842e-17,9.37504633239256e-17,0.905799848219359,3.04557531925255e-180,3.83552141768368e-179,0.592925428772652,8.79463382689335e-13,1.35794537633641e-12,0.292991979193461,2.33084227470342e-178,1.01003165237148e-177,0.461856990665584,0.0013984926171245,0.00207967721291945,0.582785361142742,8.64840039028005e-10,1.26738376628468e-09,0.541650201552024,0.000145667876117744,0.000178976079498326,0.291505910086991,8.26692544898003e-81,7.57175217258853e-80
