signature,KM_pval,KM_HZ_0.95_lower,KM_HZ,KM_HZ_0.95_upper,n_low,n_high,Cox_HZ_activation_Z,Cox_HZ_ChemotherapyYES,Cox_HZ_SubtypeBasal,Cox_HZ_SubtypeHer2,Cox_HZ_SubtypeLumA,Cox_HZ_SubtypeLumB,Cox_HZ_Subtypeclaudin-low,Cox_HZ_SubtypeNC,Cox_HZ_Cellularitymoderate,Cox_HZ_Cellularityhigh,Cox_pval_activation_Z,Cox_pval_ChemotherapyYES,Cox_pval_SubtypeBasal,Cox_pval_SubtypeHer2,Cox_pval_SubtypeLumA,Cox_pval_SubtypeLumB,Cox_pval_Subtypeclaudin-low,Cox_pval_SubtypeNC,Cox_pval_Cellularitymoderate,Cox_pval_Cellularityhigh,C,pValue,FDR,Tissue.lung.stat,Tissue.lung.pValue,Tissue.lung.FDR,Tissue.tumor.stat,Tissue.tumor.pValue,Tissue.tumor.FDR,Subtype.LM-H.stat,Subtype.LM-H.pValue,Subtype.LM-H.FDR,Subtype.LM-L.stat,Subtype.LM-L.pValue,Subtype.LM-L.FDR,Subtype.p-H.stat,Subtype.p-H.pValue,Subtype.p-H.FDR,Subtype.p-L.stat,Subtype.p-L.pValue,Subtype.p-L.FDR,VISION_Clusters.Cluster 1.stat,VISION_Clusters.Cluster 1.pValue,VISION_Clusters.Cluster 1.FDR,VISION_Clusters.Cluster 10.stat,VISION_Clusters.Cluster 10.pValue,VISION_Clusters.Cluster 10.FDR,VISION_Clusters.Cluster 11.stat,VISION_Clusters.Cluster 11.pValue,VISION_Clusters.Cluster 11.FDR,VISION_Clusters.Cluster 12.stat,VISION_Clusters.Cluster 12.pValue,VISION_Clusters.Cluster 12.FDR,VISION_Clusters.Cluster 13.stat,VISION_Clusters.Cluster 13.pValue,VISION_Clusters.Cluster 13.FDR,VISION_Clusters.Cluster 2.stat,VISION_Clusters.Cluster 2.pValue,VISION_Clusters.Cluster 2.FDR,VISION_Clusters.Cluster 3.stat,VISION_Clusters.Cluster 3.pValue,VISION_Clusters.Cluster 3.FDR,VISION_Clusters.Cluster 4.stat,VISION_Clusters.Cluster 4.pValue,VISION_Clusters.Cluster 4.FDR,VISION_Clusters.Cluster 5.stat,VISION_Clusters.Cluster 5.pValue,VISION_Clusters.Cluster 5.FDR,VISION_Clusters.Cluster 6.stat,VISION_Clusters.Cluster 6.pValue,VISION_Clusters.Cluster 6.FDR,VISION_Clusters.Cluster 7.stat,VISION_Clusters.Cluster 7.pValue,VISION_Clusters.Cluster 7.FDR,VISION_Clusters.Cluster 8.stat,VISION_Clusters.Cluster 8.pValue,VISION_Clusters.Cluster 8.FDR,VISION_Clusters.Cluster 9.stat,VISION_Clusters.Cluster 9.pValue,VISION_Clusters.Cluster 9.FDR
HCC_MK_4_vs_8_DOWN_FC_1,0.00194366380121554,1.10663903271523,1.31947281201155,1.57323973777245,926,1054,1.01612433136944,2.14604876192863,1.47323967529243,1.74222783055029,0.592652476563868,1.48853434743521,0.89561242031023,1.65396725139664,1.11380540402864,0.994160221743983,0.738907325879078,2.79542082042472e-13,0.0803341743215906,0.00847836156337047,0.010807906475894,0.0496480004842272,0.626211012552821,0.490963594762575,0.510235144435803,0.971277340055792,0.749640708745417,0.000333222259246918,0.000608307869008203,0.744728841816221,7.87194650763677e-136,3.17239444257762e-134,0.25527115818378,7.87194650763677e-136,3.17239444257762e-134,0.881946519232645,3.17823880459959e-124,1.60103779781704e-122,0.65312697467753,1.31326829724083e-36,1.89016829924305e-35,0.684151602150722,2.37743659738086e-105,3.99211228643536e-104,0.267224526119875,7.04294398127196e-260,2.02736173175186e-258,0.232657958759612,1.33066637465347e-217,3.19201517253184e-217,0.562690927996966,3.45087333041478e-14,5.54064522771775e-14,0.756382529774966,4.04542147993657e-69,1.63030485641444e-68,0.85415226460897,2.22681437611871e-172,3.20502211991372e-171,0.286084075859262,3.03749881098534e-133,2.40021964868058e-132,0.445483710583727,3.23091778890949e-14,4.20019312558234e-14,0.935775928861764,1.54906476123766e-207,1.56068274694694e-205,0.530452653924975,0.0191537415105287,0.021743543179558,0.282057950009821,1.7912936501407e-197,8.4928393059612e-197,0.487401498241342,0.291296943804583,0.323395780587457,0.770007891664385,5.33695369672453e-89,6.72122606181245e-88,0.865027668525501,5.53626744643275e-243,2.7888947261405e-241,0.57179071841234,5.55166694304858e-11,9.09480397580722e-11
HCC_MK_4_vs_8_FC_1,6.83537859168918e-18,1.77690863632767,2.11548869254991,2.51858329506215,1147,833,1.13430288167554,2.0941874936161,1.15715376064478,1.56717413320024,0.59225478588669,1.35884063943907,0.82167697580489,1.59672206134388,1.08884517262371,0.947485304004284,0.0279688491624428,1.13072594256404e-12,0.550145301111273,0.0358620394342712,0.010459673954055,0.13256855899164,0.392910870318703,0.521482768721546,0.603982063609623,0.742105109468631,0.639057909808229,0.000333222259246918,0.000608307869008203,0.64942353015564,8.14160510445096e-52,3.03802486767939e-51,0.350576469844361,8.14160510445096e-52,3.03802486767939e-51,0.785707575500901,2.36206854661377e-70,1.0576818047615e-69,0.563800891971775,1.39874415936951e-07,3.33546684157345e-07,0.575446622388092,4.22304760857046e-19,1.08400521417446e-18,0.381557434813249,9.64839401741602e-69,2.99100214539897e-68,0.125236037540197,0,0,0.534836235749972,2.52932155331458e-05,3.33109995420189e-05,0.41880213973528,2.61982377188328e-08,3.35171104783797e-08,0.551160778807347,5.27163421421168e-05,6.21189645709739e-05,0.444663110819989,2.09193480544119e-10,3.18131972299169e-10,0.730370519137444,1.24036800151587e-225,3.87494809775889e-225,0.812674080872858,8.01301607975869e-108,3.79911232957971e-107,0.405649965788416,3.93582832150075e-13,6.14782485877831e-13,0.393452049442073,1.22134821347092e-48,2.21713211724676e-48,0.464432973710317,0.00289011269510051,0.00420474879467691,0.72677166063681,2.49348706713595e-63,1.57011763758717e-62,0.658768880196259,1.64145437640633e-47,4.10873362541459e-47,0.46640108430649,0.0021551614230854,0.00268064831328215
HCC_MK_4_vs_8_UP_FC_1,5.95237542030576e-20,1.8491090117148,2.19889771953415,2.61485458690645,1213,767,1.15552899478203,2.05449990985634,1.12492035281162,1.56010806449448,0.600106006434049,1.36373487902684,0.813052025340822,1.62134694499417,1.08373631073507,0.942051723784072,0.0129834695034153,6.02850217538476e-12,0.628180055221761,0.0368385684546223,0.012559763283124,0.125138597206879,0.367827602324718,0.507844009503904,0.624214620839526,0.715685929098831,0.628955976885296,0.000333222259246918,0.000608307869008203,0.591744113005201,1.41773349551142e-20,3.00708736153213e-20,0.408255886994799,1.41773349551142e-20,3.00708736153213e-20,0.707004912756226,8.86631767958179e-38,2.32021170446199e-37,0.521310367883558,0.0786257910385761,0.102213528350149,0.520710362282902,0.0142231179379545,0.0178564377850332,0.443676117164489,7.9081881898691e-17,1.38565210457272e-16,0.161778697360742,0,0,0.522474962446713,0.00657727080153435,0.00793604830245013,0.318683324019613,1.86424629808285e-35,3.91297530274681e-35,0.420478400277343,3.28677903164204e-10,4.32866650245667e-10,0.517342100582834,0.046434519627303,0.051693677927633,0.765693542912577,2.01088125761205e-299,1.32850024068469e-298,0.713182466554619,4.06436208340337e-51,9.57858432521379e-51,0.385879429857063,1.65561750668781e-18,2.9392680845603e-18,0.464556313657024,1.08475049612023e-06,1.24901271410415e-06,0.465983213834776,0.00438103528464798,0.0062167507736378,0.665095961197515,2.15128453745781e-34,6.61807380607249e-34,0.556117033797115,3.09344350395546e-07,4.11438195410578e-07,0.438274572396194,1.73786891159097e-08,2.70409718676123e-08
HCC_MK_4_vs_p-H_DOWN_FC_1,0.0330004465650192,1.00612240330001,4.03380912984893,16.1726009108661,28,1952,0.976291728687536,2.11253475050482,1.53154520068237,1.80394698187093,0.601800940500671,1.54221480233971,0.908162519598233,1.70366977600829,1.11421119957854,1.00120594233807,0.605996192351199,1.3571178692893e-12,0.0459562746316832,0.00516227952358308,0.0134390295377678,0.0320090348801594,0.669164171283944,0.465786456770263,0.508562553703493,0.994068676371908,0.698956471009817,0.000333222259246918,0.000608307869008203,0.714751389770683,4.79158565641339e-105,5.08160268298578e-104,0.285248610229317,4.79158565641339e-105,5.08160268298578e-104,0.880117197726888,4.68087905587159e-123,1.88639425951625e-121,0.608944860071801,2.44776180033876e-19,1.17434286373395e-18,0.648311668555177,5.3193817771089e-69,3.69605320030153e-68,0.304241882148859,2.06136207229393e-184,1.88802026166921e-183,0.15361678081147,0,0,0.494190365204868,0.482392829853581,0.502336719459931,0.690872869289032,4.17347704229197e-39,9.50232343527493e-39,0.873191554029186,3.49479667055345e-191,7.82446143462799e-190,0.439006102463929,2.48684318943672e-12,4.008791221372e-12,0.454339660265442,2.07130145081368e-10,2.56841379900896e-10,0.932110148244391,4.28473298408297e-204,2.87791232097573e-202,0.488396383179764,0.372078375900688,0.388465247378179,0.335411646380177,1.7244891117911e-113,5.22533166956252e-113,0.368088530393218,2.20986896341556e-28,1.15659375617723e-27,0.723834808365885,9.53555919198881e-62,5.65122110936984e-61,0.806850771613524,2.56819467649995e-172,3.56890501596372e-171,0.683385588115318,6.1314254810259e-63,3.43189509562977e-62
HCC_MK_4_vs_p-H_FC_1,9.34270886211431e-07,1.31199880413173,1.57599857414426,1.89312025124024,1478,502,1.03071808540078,2.14447142610849,1.43549726539639,1.71883020670023,0.596762531602328,1.49210306478151,0.887657547631918,1.65713857685234,1.1134575648384,0.991587928059463,0.549469224215959,1.94580455690338e-13,0.11012662132363,0.0105846631227428,0.0116288992196366,0.0442867829387874,0.599564575115632,0.488909667174699,0.511455117641514,0.958542768752766,0.614737501809634,0.000333222259246918,0.000608307869008203,0.66021987070607,2.64778472487031e-59,1.13516728098163e-58,0.33978012929393,2.64778472487031e-59,1.13516728098163e-58,0.79610598617036,1.98327491129792e-75,9.62963601509713e-75,0.574204761566738,9.12357760897885e-10,2.46765219893857e-09,0.612262104267385,2.68183882475652e-40,1.0595892611538e-39,0.352919038326015,5.64077978106041e-105,2.47090679539929e-104,0.196953743627378,5.34224937932742e-279,1.66893527121624e-278,0.465710934505391,3.38323527965853e-05,4.44118507394914e-05,0.585653081263004,4.34576997558114e-09,5.61328621845898e-09,0.724089632972118,3.51912315042763e-70,1.15301352001816e-69,0.276673048955575,4.80102134631656e-145,4.39729909673994e-144,0.47204977374365,9.99577244301825e-05,0.000115094179843896,0.837213474306557,4.32944306517379e-125,2.3577912908987e-124,0.480736163106128,0.138382957106453,0.148715551237068,0.509643783225721,0.184644787881412,0.192278680920437,0.416264909136003,2.3178907459747e-12,6.18615874587949e-12,0.853626742292114,2.96216467896788e-151,1.19375236562406e-149,0.783362245361355,3.02428191119013e-147,2.76996729593096e-146,0.611899267642511,1.65178511879537e-24,4.01005664382249e-24
HCC_MK_4_vs_p-H_UP_FC_1,8.48249531059384e-16,1.73091299184495,2.07623130008767,2.49044084351635,1513,467,1.12007970501573,2.05886956993265,1.27162039218583,1.71810623891228,0.634513627527741,1.58995658962619,0.85060182054806,1.75686017420162,1.09823217383924,0.973010506793414,0.0628268433437737,7.99440233464093e-12,0.297796535911935,0.0091411799577609,0.0282107660387978,0.0202992310304177,0.478089130444178,0.440230173406219,0.567427956645905,0.866378795112416,0.572338495733665,0.00233255581472842,0.003833971051795,0.387654376592704,4.84700707032864e-30,1.30222923289496e-29,0.612345623407296,4.84700707032864e-30,1.30222923289496e-29,0.286732478092803,5.41259668538104e-40,1.46394393571044e-39,0.451157047623651,5.55517511353272e-05,0.000106101211884061,0.454260890229792,6.15122366382175e-08,1.07780136370442e-07,0.582018485390579,6.98503752821851e-34,1.58144388981576e-33,0.574749450231754,1.32393556014087e-18,1.60875096031387e-18,0.45929698461918,8.58657911388743e-07,1.15732153274135e-06,0.312986484054594,1.30881699467101e-37,2.86659374376314e-37,0.186855667043158,3.26712953315668e-135,2.35116643189668e-134,0.162701354766787,0,0,0.537717589703994,1.51834593171532e-07,1.82654749397395e-07,0.264110434323086,3.51119276945267e-62,9.496716014023e-62,0.49897649300772,0.937250926688544,0.941925494901455,0.809125004395567,0,0,0.573467797393579,7.5615834391825e-10,1.81387983689914e-09,0.839650748807242,1.0832921573882e-139,3.63805616189538e-138,0.49944506025162,0.959641825655142,0.962028994375678,0.387899381480463,1.36624010705743e-24,3.35728514112282e-24
HCC_MK_4_vs_p-L_DOWN_FC_1,0.00244171997169663,1.10800250715941,1.33939309545876,1.61910632202613,1504,476,1.013744427664,2.14278217318886,1.47969708465734,1.74473868479836,0.592101391710794,1.48480809694944,0.891539561137654,1.65561475099138,1.11388681500878,0.994287081807785,0.776378484777427,2.55431743678299e-13,0.0754981814744102,0.00842831602033879,0.0108938457554974,0.0559098261373106,0.616524569261019,0.490181087167287,0.509983043996871,0.971934829212725,0.787528271020661,0.000333222259246918,0.000608307869008203,0.722712321919616,7.8619096967895e-113,1.09253434751937e-111,0.277287678080384,7.8619096967895e-113,1.09253434751937e-111,0.869980338708104,1.10177721223478e-116,2.01825552968462e-115,0.626685729540327,1.38659961456024e-25,8.86983562964727e-25,0.65905314240359,4.46427339969776e-79,3.59820436015639e-78,0.293627961186101,1.01470209679285e-204,1.02231236251879e-203,0.13689849452028,0,0,0.519609132028781,0.0177398017918383,0.0207823840759036,0.808636608079679,2.57527276167062e-99,3.14495431197958e-98,0.920275221442768,6.65475009166205e-242,2.6818642869398e-239,0.484770308080404,0.0803169426891945,0.0884364150375557,0.462481613036023,1.7643628972303e-07,2.1161852606661e-07,0.918744909189881,8.61024481891482e-192,2.04113450707216e-190,0.450214250565807,0.000128300136245611,0.000157637057643236,0.238288288500114,8.10380101192003e-284,7.25740401734172e-283,0.419810972447691,1.8568592088919e-11,4.73616621002175e-11,0.735522939879211,3.62797478327002e-68,2.75862988237324e-67,0.855052899976271,5.33105692064038e-230,1.79034661584839e-228,0.629911277546413,1.85510571932156e-32,5.62110981117735e-32
HCC_MK_4_vs_p-L_FC_1,1.43048972548196e-13,1.59792928671151,1.89981159320702,2.25872578949449,1299,681,1.13061376075337,2.11479281331658,1.17384694064557,1.56310583557607,0.586996926266814,1.34332110623359,0.792231806415916,1.56574566394518,1.08966292341173,0.948735386302299,0.0248046374138656,4.7271466022252e-13,0.504654314326118,0.0370522480962248,0.00925569093772789,0.149722325632376,0.318185198732118,0.539225210447458,0.600813408381426,0.748051186115487,0.708531743669692,0.000333222259246918,0.000608307869008203,0.708040993796113,1.0552759678887e-98,9.66536852407147e-98,0.291959006203887,1.0552759678887e-98,9.66536852407147e-98,0.855637092592878,5.81758345592335e-108,6.16970034930818e-107,0.612668014074474,1.4262278032401e-20,7.18462255882202e-20,0.631643170883306,9.46713465801772e-55,5.02007271997519e-54,0.318063506261181,1.43257092615937e-159,1.03093943436112e-158,0.0961467896185964,0,0,0.548750834179347,3.75521633051069e-09,5.42420136629322e-09,0.611884097321542,1.74318810810699e-14,2.50894574131113e-14,0.723132705776943,1.34494108983249e-69,4.26780519057081e-69,0.438672291958526,1.88993736255179e-12,3.05881428557579e-12,0.687115919870698,1.46590429601685e-149,3.28199684052661e-149,0.894703570818384,1.24458498355815e-170,1.19420892469984e-169,0.433588506912912,3.24532173830201e-07,4.3888075856903e-07,0.248701589912616,7.53372007802432e-262,5.42158784186393e-261,0.397262806637807,7.5947617954908e-18,2.61597350733572e-17,0.731721067500757,4.82438127232455e-66,3.35211319439102e-65,0.780949779141589,8.76868813187004e-145,7.85284737143028e-144,0.553902981605684,8.56754854239979e-07,1.26011754109019e-06
HCC_MK_4_vs_p-L_UP_FC_1,2.54019227250619e-22,1.93710533206296,2.30337258835351,2.73889354025377,1231,749,1.21256234370152,2.01950851130457,1.03359786478624,1.51808870462883,0.616311012284583,1.38109341009003,0.761606032674905,1.60753347512114,1.07149690088698,0.93016015717534,0.0010559288542492,2.03990506955646e-11,0.891544090825564,0.0491899110972151,0.018111145507345,0.106265831111814,0.240899961184005,0.515374572934555,0.674213401802508,0.658372306108478,0.601864234391317,0.000333222259246918,0.000608307869008203,0.650756254870321,1.03375706394249e-52,3.967658064465e-52,0.349243745129679,1.03375706394249e-52,3.967658064465e-52,0.760959501845492,5.3541047079786e-59,1.94387765523908e-58,0.57980749284743,4.50555804781409e-11,1.34499251353265e-10,0.578602725001434,1.3453726361425e-20,3.54369393702893e-20,0.378911205073996,9.17193023163273e-72,2.95703030667839e-71,0.176381092249016,0,0,0.586821129495743,8.837654964189e-26,1.7544704189991e-25,0.391884328849066,1.26299514782346e-13,1.77967498102397e-13,0.40376612984291,2.84055382112666e-14,4.11778125868361e-14,0.445239781214656,3.21136368564309e-10,4.8290282287842e-10,0.788551240924897,0,0,0.769604337270889,1.17496169716154e-80,3.84967125167562e-80,0.448447445743937,7.32090541379028e-05,9.16249963278722e-05,0.358841679059162,5.47497747323277e-84,1.28279995448419e-83,0.421886132530664,6.02824227416249e-11,1.49041818189416e-10,0.636538225925018,4.76755299924199e-24,1.11704875505495e-23,0.631711049958368,3.08955494919323e-33,6.65823874077472e-33,0.475676624325273,0.0263505258030385,0.0308699473797224
HCC_MK_5_vs_8_DOWN_FC_1,0.000527703287884873,1.15016694057199,1.38233618328651,1.66137041173592,1452,528,1.01481080431429,2.14488738514211,1.48075247085689,1.74262343571362,0.591881812694979,1.48571081077696,0.898617316696616,1.65787613532551,1.11448489790149,0.995068540549527,0.761252956913669,2.83992917022834e-13,0.0726355704535527,0.00864807240392701,0.0108249608148637,0.0536199879764523,0.63564543398033,0.488812831666242,0.507749078038326,0.975733538176449,0.756716325544859,0.000333222259246918,0.000608307869008203,0.715089864122325,2.2658491165494e-105,2.53649220547058e-104,0.284910135877675,2.2658491165494e-105,2.53649220547058e-104,0.868642292824912,7.4188323888249e-116,1.2999084576941e-114,0.61594508057519,1.08135757423833e-21,5.58701413356468e-21,0.647734002288792,1.76974052045066e-68,1.16918922908462e-67,0.304452846894707,5.09279469083695e-184,4.56088057868287e-183,0.182496185907058,4.83212772461302e-306,1.77031588456277e-305,0.482483721498929,0.0341792580707983,0.0392428518590647,0.763818983362643,4.4532098136583e-73,2.08679483128406e-72,0.873379773455995,2.25228555397514e-191,5.33924163677636e-190,0.369490664552833,8.97955507612099e-51,2.70056768334087e-50,0.490216818711832,0.173253254605454,0.183257379543302,0.928135243703289,2.14403727385289e-200,8.64047021362713e-199,0.46744469127283,0.0122704625691339,0.0141690441700888,0.276865668171427,6.80143925263741e-207,3.42622502351609e-206,0.432596895292208,1.64346560057188e-08,3.59954694038298e-08,0.771314160312496,7.63158664931077e-90,9.921062644104e-89,0.878031899287233,1.89302316622333e-260,1.27148055998001e-258,0.634769549296576,8.40382585466392e-35,2.64589204642934e-34
HCC_MK_5_vs_8_FC_1,5.92717410049087e-15,1.65361708030371,1.96584962756649,2.33703727678813,1202,778,1.12251328714499,2.10038638411778,1.19293745883925,1.58616046485374,0.586542325293769,1.35187807281829,0.840165237426442,1.61131787752755,1.09576053226116,0.955111668554731,0.034725405565548,8.86818768907304e-13,0.461869958658296,0.0305722213623352,0.00915623012977114,0.141216339283116,0.445467753474151,0.513357304804188,0.577036473444213,0.778848324743899,0.650311316625649,0.000333222259246918,0.000608307869008203,0.652207642899069,1.06990684712188e-53,4.18614038242831e-53,0.347792357100931,1.06990684712188e-53,4.18614038242831e-53,0.798415802955867,1.39759789677339e-76,6.86868234633751e-76,0.560813136369661,5.19852591301248e-07,1.17696963086743e-06,0.579023609242181,8.40829166861603e-21,2.24406724665713e-20,0.377960463309301,7.25288789624495e-73,2.39583100179239e-72,0.114677179906295,0,0,0.508845006163527,0.284854967229039,0.30289327649948,0.447271185031535,0.000301615853369422,0.000348284208905092,0.577103399584778,1.10469140365649e-09,1.45013236375755e-09,0.447471932774823,1.62049970331682e-09,2.42773747374231e-09,0.731084465023285,5.08142666399492e-227,1.62524995681742e-226,0.829546565267662,1.48203451044001e-119,7.56025199629525e-119,0.430060578313615,7.44881215440877e-08,1.02104465926079e-07,0.356013990365753,2.61061462301364e-87,6.29986642559579e-87,0.447151622249279,9.56742131907702e-06,1.76058027013152e-05,0.740563154936074,4.9113139141491e-71,4.39835446089352e-70,0.703117220679138,1.33363122118822e-76,4.67350767077264e-76,0.506767073321127,0.536635716862615,0.561725178949699
HCC_MK_5_vs_8_UP_FC_1,1.04564204653534e-18,1.86829845071466,2.24716333443489,2.70285673560179,1565,415,1.151930166747,2.05050710824493,1.13775319341326,1.58220648607099,0.597623609198806,1.36348759683369,0.824819026427801,1.63798697330847,1.08912303051297,0.947373863429738,0.0120335822771149,7.12904047425157e-12,0.591525551274222,0.0302911006473393,0.0118537178323262,0.125181268794792,0.399676491849726,0.498877908365765,0.602787649933128,0.741049791230751,0.618698035650567,0.000333222259246918,0.000608307869008203,0.599016740188839,1.05732127546507e-23,2.43485985149955e-23,0.400983259811161,1.05732127546507e-23,2.43485985149955e-23,0.717632277373087,1.41751751759297e-41,3.96708027493033e-41,0.526269734436402,0.030158153288235,0.0407843482387876,0.532409956350106,0.000124792974109498,0.000178338895624567,0.432771859923023,2.6307164877708e-23,5.14649876005647e-23,0.164598674169688,0,0,0.527221162281325,0.000996893338106113,0.00123996301005174,0.31791675743598,9.65035440422076e-36,2.03617425387485e-35,0.402739550378774,1.51195052316738e-14,2.2076668870886e-14,0.500737727215334,0.932491701055589,0.934811332152742,0.769998903976728,0,0,0.721286042935644,6.13886894474562e-55,1.4993722331712e-54,0.431606490760366,1.43213932237377e-07,1.9498383341778e-07,0.436398975703498,2.15423335192705e-18,2.86520145487328e-18,0.466755022321429,0.00535791187252165,0.00749735584939662,0.671670546434697,4.76030101802164e-37,1.53472104821018e-36,0.58240700717237,5.68184349794483e-14,9.15913171868706e-14,0.450648757743352,6.59533168767918e-06,9.29342192354794e-06
HCC_MK_5_vs_p-H_DOWN_FC_1,0.0782718294176642,0.480052186466215,0.707252599927476,1.04198304727309,1849,131,0.961588572141885,2.10496140916775,1.55858590583606,1.82264137128604,0.60849413849623,1.57626194964757,0.921699011349095,1.73735836786901,1.11820877721923,1.00717173747991,0.409579707537579,1.26977963331529e-12,0.03906961130071,0.00432072966258643,0.0159270197310291,0.0260996607766847,0.718888887183527,0.44992551392354,0.494603241848564,0.964889031133509,0.592330727797839,0.00166611129623459,0.00279203807064312,0.70810845769162,9.13260258215356e-99,8.55916009443694e-98,0.29189154230838,9.13260258215356e-99,8.55916009443694e-98,0.865841457091669,3.92967611013448e-114,6.33463788953677e-113,0.606998652737356,1.04229305969869e-18,4.7732284438474e-18,0.63177285826545,7.44470356073618e-55,4.00028737996891e-54,0.317948808297646,9.06626926571578e-160,6.64310275287902e-159,0.282862213379932,2.99962347490151e-144,5.81177048262169e-144,0.549458415736863,2.22882610179521e-09,3.24266035748544e-09,0.627448008915915,2.43666400893452e-18,3.7196045287902e-18,0.794349776281661,1.0619725875158e-119,5.55811626972554e-119,0.290488320081386,6.78235312027873e-128,4.7952426446883e-127,0.47224270037275,0.000111618845358427,0.000128154970596712,0.9045883844103,3.51510604431577e-179,4.1664345172331e-178,0.561811685072972,1.98663911615204e-06,2.58263085099766e-06,0.400247426679456,7.50797596130908e-43,1.30983303567427e-42,0.391042681277056,7.07027994772445e-20,2.68804039521977e-19,0.745343737838188,8.21713653931657e-74,8.27876506336145e-73,0.735041235304439,6.31731091456271e-102,3.30633285528412e-101,0.514863797634068,0.174706525126282,0.193957932853696
HCC_MK_5_vs_p-H_FC_1,1.6449844661464e-08,1.38321129549202,1.64820211356415,1.96395895262771,1026,954,1.05163516187132,2.1354229129105,1.38680183933666,1.72602856581316,0.602971480002291,1.49945400871785,0.850810738882702,1.63865398834963,1.10886120582633,0.985894536155585,0.35875153640614,2.30220314774703e-13,0.155251298240357,0.00887912861139759,0.013600778058288,0.0409245125629137,0.490970827618447,0.498694679361454,0.528187356478446,0.93043265584068,0.59279913803071,0.000333222259246918,0.000608307869008203,0.691638701871464,4.82582771702188e-84,3.2962857117963e-83,0.308361298128536,4.82582771702188e-84,3.2962857117963e-83,0.823159513139185,1.76311639688092e-89,1.12783477451271e-88,0.606295335475076,1.74844996471829e-18,7.82917039757189e-18,0.623163323618069,3.7975390575174e-48,1.84386534961387e-47,0.331191792703421,1.18230043541515e-137,7.11144888764637e-137,0.319533458953916,2.9875507735519e-100,5.10162271924329e-100,0.582046729191909,3.38871924529535e-23,6.47229315570628e-23,0.567874924622005,3.28748895772247e-06,3.99053629506673e-06,0.621517802090993,7.72129608519661e-22,1.22026757738597e-21,0.204280707342362,9.29336351977483e-253,1.62835891237794e-251,0.481318467012455,0.0093092474358748,0.0103923177746746,0.858940753896829,1.83395656036541e-141,1.10311118481681e-140,0.612417259347198,5.2617759644601e-18,9.30041979683078e-18,0.488248800238722,0.105989829191719,0.111816495194406,0.377006955717893,6.88362633371402e-25,3.26364872057265e-24,0.871689464808222,6.89752235858969e-167,4.63283585085274e-165,0.737145203527838,1.00580984005857e-103,5.55262144580278e-103,0.393162726608673,1.74735586081327e-22,4.07043012663439e-22
HCC_MK_5_vs_p-H_UP_FC_1,1.98751341499168e-10,1.46610896723742,1.74392960925138,2.07439593508138,1283,697,1.15263017129476,2.05091112570332,1.27671428391438,1.79886919596652,0.656545163700606,1.66910728548279,0.792817701475317,1.74474981965375,1.10172217625525,0.980564160368861,0.0314486603425115,8.60045505664411e-12,0.278641868476978,0.00462074186536389,0.0444327472227944,0.0117341455293221,0.321100294968186,0.44570623826553,0.554252937115198,0.903767595287065,0.487594563855468,0.0139953348883705,0.020561639270928,0.574543418117453,4.17027350254248e-14,7.46942320677608e-14,0.425456581882547,4.17027350254248e-14,7.46942320677608e-14,0.611881991180653,3.81440529925616e-12,5.50969654337001e-12,0.549162747614492,4.96341984031085e-05,9.57061337629317e-05,0.545411292807508,7.63520849095046e-08,1.31892082891427e-07,0.435935608319329,2.59838553199118e-21,4.97042561887925e-21,0.488740407032358,0.184804727414281,0.190476483754361,0.573848981280028,4.28577172099606e-19,7.60866080864058e-19,0.456598376571099,0.00293329401008079,0.00332055473613078,0.321018442812717,2.00629062300271e-45,4.49186178372274e-45,0.236738905299489,9.33963277033122e-201,1.17621000201359e-199,0.491406218268647,0.231595493251675,0.241795294767941,0.630431621231807,3.53170720961187e-20,5.58148237440621e-20,0.616476532691487,3.25260587798515e-19,5.80000074702662e-19,0.615778772521437,4.15303578739444e-57,8.20428148196058e-57,0.42413391729798,2.08759313773641e-10,5.07430265050472e-10,0.834186041483489,2.68913048917936e-135,8.33630451645602e-134,0.618895008918505,2.15798916866283e-27,4.37019917070915e-27,0.286117580374337,6.10527581074688e-85,6.15106537932749e-84
