,genes,logfoldchange,pvals
0,HSPE1,1.7568358182907104,4.429090801960457e-241
1,LDHA,1.5370631217956543,1.116955576632095e-230
2,HSPD1,1.7271655797958374,1.703950770710607e-230
3,HSP90AB1,1.3280168771743774,2.087007983260851e-223
4,ENO1,1.0908204317092896,4.529957968945491e-201
5,HSP90AA1,1.606909155845642,9.52780726023211e-201
6,CYCS,1.912960410118103,8.483758489404926e-200
7,CCT5,1.505445122718811,8.585807514699205e-198
8,NME1,2.087897300720215,8.723133097311794e-197
9,HSPA8,1.8644459247589111,1.2367643407687256e-189
10,C1QBP,1.6017297506332397,2.867201918547262e-184
11,PSMA7,1.2843345403671265,8.883463362334053e-184
12,GAL,2.8037731647491455,1.7982804770040702e-177
13,PFN1,0.7894694209098816,5.181195260058635e-172
14,POMP,0.9892027974128723,9.718585493352197e-171
15,PSMB6,1.195778250694275,2.8658254252500645e-166
16,ACTB,0.8369382619857788,3.277453384038455e-165
17,HMGA1,1.117362141609192,2.93564146219401e-156
18,DDX21,2.0087356567382812,1.4205650907056066e-151
19,EIF5A,1.5002957582473755,1.63924982587686e-148
20,COTL1,1.6875615119934082,3.6042837518412944e-146
21,FKBP4,2.1241843700408936,3.509624189850396e-143
22,DRAP1,1.4445481300354004,8.84145860040301e-143
23,HSPH1,1.9362398386001587,6.479745098206896e-141
24,TXN,0.7593256831169128,1.4974281514858177e-140
25,WDR43,2.032592535018921,2.2978199192404814e-139
26,SLIRP,1.2591147422790527,3.640778072067366e-135
27,PA2G4,1.2341978549957275,4.791143454630455e-134
28,NPM1,0.6914625763893127,1.6367525541906977e-133
29,PRELID1,1.3707468509674072,4.5492434828021e-133
30,EBNA1BP2,1.6859986782073975,7.278484273444835e-133
31,PGAM1,1.0485153198242188,1.4124530400827832e-130
32,SRM,1.8856263160705566,1.0020400765302042e-129
33,SET,1.1358604431152344,3.105134810648292e-128
34,RAN,0.9685494303703308,1.6909017049975548e-127
35,NCL,1.1797374486923218,8.634891909883053e-124
36,TPI1,0.9000601172447205,1.075670005376697e-123
37,CCT6A,1.4344793558120728,7.656913307453083e-122
38,CCT7,1.3165894746780396,3.391942080149339e-121
39,FSCN1,1.1636637449264526,1.8376931105482703e-120
40,CCDC85B,1.464276909828186,4.6657583492371274e-119
41,NDUFB9,0.8071649074554443,6.185562460610375e-118
42,POLR2L,0.7496208548545837,9.75416651676527e-118
43,PPP1R14B,1.1948295831680298,1.4321557619518253e-117
44,CACYBP,1.241558313369751,2.4374915373175693e-116
45,CCT2,1.3149499893188477,8.089113027991885e-115
46,USMG5,0.8870991468429565,7.445776748183205e-113
47,EIF3J,1.2339344024658203,3.6345463232360164e-112
48,PSMB3,1.0221694707870483,7.53555536002263e-112
49,SNRPF,1.003663182258606,1.0922610720459597e-111
