,genes,logfoldchange,pvals
0,NME1,2.242015838623047,1.061733442011966e-168
1,CYCS,2.0586020946502686,7.695121384462887e-168
2,HSPE1,1.6041632890701294,1.0594263475112763e-164
3,ENO1,1.1432278156280518,1.712492709409793e-161
4,SRM,2.4585747718811035,5.376763245133702e-161
5,HSPD1,1.6044024229049683,6.830116937818736e-159
6,C1QBP,1.6987329721450806,5.840185425470329e-155
7,GAL,2.927633047103882,3.545891113225284e-147
8,PFN1,0.8668643832206726,6.383528974043217e-143
9,PSMA7,1.2781178951263428,2.5539155794965694e-141
10,HSPA8,1.8136711120605469,7.090942927137823e-141
11,LDHA,1.2479119300842285,3.9960047010285247e-137
12,HSP90AA1,1.5123642683029175,4.06640188833191e-137
13,HMGA1,1.1945722103118896,1.5673205805077223e-135
14,CCT5,1.4025988578796387,6.053313693123332e-134
15,POLR2L,0.9385564923286438,2.5952947442910634e-128
16,PPP1R14B,1.4347710609436035,3.1058399058461965e-128
17,HSP90AB1,1.068223476409912,6.244848265380285e-125
18,ACTB,0.8574809432029724,1.8703849989621735e-124
19,PA2G4,1.35894775390625,2.3961186000104473e-121
20,COTL1,1.7180625200271606,6.075735795587038e-121
21,DRAP1,1.4928253889083862,1.015596720055214e-120
22,SNRPG,1.1960291862487793,1.0694194286734919e-118
23,TNFRSF12A,1.6585108041763306,1.3926590470259102e-118
24,POMP,0.933015763759613,1.329949999267542e-117
25,DDX21,1.994756817817688,3.747740827993705e-117
26,UBE2M,1.6838598251342773,2.304636916916781e-114
27,PSMB6,1.1036721467971802,4.425809626006511e-112
28,NDUFA4,0.69805908203125,1.984509986427768e-110
29,TPI1,0.9652122259140015,1.5310322866617066e-109
30,CCDC85B,1.629227638244629,2.0908512865668597e-109
31,CFL1,0.7124872207641602,7.97548913366475e-108
32,RRP7A,1.4464904069900513,1.5962850353377767e-107
33,WDR43,1.9747616052627563,8.482049299160472e-107
34,NDUFB9,0.8879687190055847,3.945718728381559e-105
35,PRELID1,1.3858227729797363,1.1082345330129301e-104
36,TXN,0.7365717887878418,7.502335305298401e-101
37,SLIRP,1.2155377864837646,3.300192494354688e-100
38,EIF5A,1.4193626642227173,3.8930034168367824e-100
39,NDUFS6,1.0482921600341797,1.506488475231554e-99
40,RAN,0.974143385887146,8.182232430504897e-99
41,ADRM1,1.5569308996200562,3.0017736660137225e-98
42,CCT7,1.3211501836776733,3.0513009279610186e-97
43,SFN,1.294495940208435,1.2753274913918549e-96
44,FJX1,2.5110669136047363,1.4663542632048743e-96
45,BOP1,2.3653576374053955,3.783758388095448e-96
46,CCT6A,1.4447486400604248,2.0922108320343397e-95
47,PDCD5,1.315803050994873,2.3625356223657755e-95
48,F3,1.8399969339370728,3.894660809994515e-94
49,PARK7,0.7899898886680603,4.810452450459883e-94
50,PSMA1,0.8765779137611389,1.4006679878760525e-93
51,NPM3,1.6948521137237549,2.301892129711513e-93
52,TRMT112,0.8765354752540588,2.6003823909263782e-92
53,HSPH1,1.7088457345962524,3.4289836097210505e-92
54,BOLA3,1.682172417640686,8.817229368662719e-91
55,EIF3J,1.2570583820343018,5.749443930768111e-90
56,TIMM13,1.2443127632141113,1.7559970740278216e-89
57,PGAM1,0.9854004979133606,2.0159847192200273e-89
58,RANBP1,1.213055968284607,6.159546187885603e-89
59,FKBP4,1.868406891822815,8.755333132823528e-89
