,genes,logfoldchange,pvals
0,LY6D,3.5591139793395996,6.359419860144777e-48
1,LGALS1,1.04852294921875,1.698201706648645e-30
2,HMGB1,0.47508853673934937,1.1092778029650835e-22
3,LMNA,0.5063874125480652,3.6471870307880707e-19
4,HSP90AB1,0.49141815304756165,2.172122423835662e-18
5,HSP90AA1,0.5075681805610657,1.9814507462883654e-17
6,BST2,0.9992743134498596,2.436628997697559e-16
7,KRT17,1.332770824432373,2.545427025415672e-16
8,HSPA5,0.49959343671798706,8.271203734150182e-16
9,PTMA,0.29469600319862366,3.397308019650869e-15
10,ACTB,0.3630868196487427,6.704162335648541e-15
11,MYL12B,0.3422013521194458,1.2162099152029393e-14
12,PKM,0.43074551224708557,2.3220341094347508e-14
13,LDHA,0.38613247871398926,4.1703229226398606e-14
14,CLIC3,1.1892026662826538,6.412274035135053e-14
15,HNRNPA2B1,0.4127052426338196,1.5437587682353492e-13
16,CALML5,2.473449468612671,3.0860132876915643e-13
17,ARPC2,0.37608835101127625,3.8259747089371384e-13
18,SERPINH1,0.7512739896774292,4.127914029738336e-13
19,CFL1,0.23839163780212402,6.797104780891802e-13
20,ANXA2,0.25596651434898376,2.0626898938749436e-12
21,MYL12A,0.4864814877510071,4.377792964122235e-12
22,CD59,0.30820491909980774,1.7614954075269934e-11
23,DNAJA1,0.5681540966033936,1.9998257938949755e-11
24,PTTG1,0.909607470035553,2.3746544704652588e-11
25,RHOA,0.5429295897483826,6.200414636228993e-11
26,HSPD1,0.442129522562027,8.959243035893446e-11
27,FAU,0.20334288477897644,2.6705172239562154e-10
28,HSP90B1,0.3522050976753235,4.2424887096632856e-10
29,HMGB3,0.7873824834823608,4.644389418941582e-10
30,CDC20,0.9653034210205078,8.229227496154684e-10
31,CCT5,0.3598654270172119,1.4021089040576477e-09
32,FSCN1,0.45017826557159424,1.6735838669695562e-09
33,DKK1,0.59104984998703,1.9543547253662833e-09
34,MANF,0.5322420001029968,2.290433069377739e-09
35,EIF4A1,0.4766978323459625,4.034511806368965e-09
36,EZR,0.43653514981269836,6.511940894507501e-09
37,KLK5,1.0462744235992432,7.521909419831062e-09
38,CFD,0.9245390892028809,1.0100154383347776e-08
39,CCNB2,0.8995788097381592,1.0587190274163783e-08
40,COTL1,0.4555719494819641,1.1337957660140119e-08
41,CD44,0.29539284110069275,1.9163094189994494e-08
42,MRPL51,0.3140585124492645,3.864097795950381e-08
43,HNRNPH3,0.4348897635936737,4.1382949850460077e-08
44,APLP2,0.33879104256629944,4.31288462621803e-08
45,HMGN2,0.3120326101779938,4.4427602857391384e-08
46,PDPN,1.5235780477523804,5.960842561569717e-08
47,PTMS,0.37282049655914307,7.382851710312977e-08
48,ANP32B,0.3398028314113617,8.232811492947572e-08
49,HNRNPA1,0.2809736132621765,8.285039102290498e-08
50,HNRNPA3,0.3036665916442871,1.1664591221088265e-07
