,genes,logfoldchange,pvals
0,LINC01419,-6.946455955505371,0.0004600517028407719
1,SEPP1,-5.725408554077148,2.0298576000675794e-07
2,ALDH1A1,-5.3989691734313965,0.0023693585197274644
3,RP1-124C6.1,-5.176827907562256,5.2718579712742365e-14
4,BCAS1,-5.175201892852783,5.257099918378617e-07
5,SEMA5A,-4.481565952301025,5.656420686591017e-07
6,TNFSF10,-4.387042045593262,1.923000199895943e-87
7,SLC7A8,-4.292978286743164,0.00027893897116207443
8,IVL,-4.234933853149414,1.4218349453503106e-13
9,BEX4,-4.231858730316162,0.02399005662003814
10,GBP2,-4.177584648132324,0.0030604484651709694
11,AC006262.5,-4.124752044677734,4.115987484231811e-32
12,CRYAB,-4.121191024780273,0.017464456495702906
13,PLA2G10,-4.036851406097412,0.014238383870072209
14,SCEL,-4.024474143981934,0.00027545971982076905
15,SLC16A7,-3.9816079139709473,0.04721398294044229
16,MMP13,-3.9272067546844482,1.298212043649568e-19
17,SLC2A12,-3.8746073246002197,0.03921371767580305
18,HPGD,-3.7044546604156494,5.0565826085663404e-05
19,TMPRSS3,-3.674800157546997,0.026776435369193472
20,LINC01268,-3.6241683959960938,0.010156003527920178
21,RP11-138I17.1,-3.519176483154297,0.000196075875640486
22,LCN2,-3.4150848388671875,1.3755009044931993e-10
23,KMO,-3.2667036056518555,1.0987319127945887e-11
24,BTG2,-3.1863160133361816,1.5909698651541179e-22
25,SMPDL3A,-3.1664528846740723,4.700829499457399e-09
26,KRT13,-3.111692190170288,2.9369949044016757e-27
27,TRIM22,-3.057223320007324,0.04250284949591786
28,KLHL24,-3.0402660369873047,8.686333383863875e-06
29,EDIL3,-2.953352451324463,2.6640654041007105e-11
30,SLC40A1,-2.912689447402954,0.0012633894527886902
31,CASC9,-2.8995771408081055,0.013504570650327185
32,C1R,-2.872697353363037,0.009934756147089547
33,ELF3,-2.8327972888946533,6.926700951214553e-101
34,DAPK2,-2.8266263008117676,0.011628565944539284
35,RTP4,-2.794025182723999,0.009455797486651386
36,DIO2,-2.7819936275482178,0.002518478849795929
37,DHRS3,-2.7541146278381348,3.337467224907738e-106
38,GPNMB,-2.7406487464904785,6.808139492457314e-73
39,NUPR1,-2.717451333999634,6.568725853366587e-23
40,KRT4,-2.667320966720581,2.223969665540213e-09
41,EPHA4,-2.652825117111206,0.006119599569544619
42,CLEC2B,-2.610961675643921,1.185187346940607e-58
43,RBP1,-2.590282440185547,4.160780136699884e-34
44,AGR2,-2.5865728855133057,6.376215981283754e-146
45,RARRES3,-2.582153558731079,1.6818871036086503e-18
46,FOSB,-2.5778400897979736,5.97887776779742e-06
47,CTSH,-2.566330671310425,9.14641341045109e-98
48,LUM,-2.5608949661254883,0.00554447536247913
49,UNC5B-AS1,-2.5284409523010254,8.108382799988353e-32
50,CALCOCO1,-2.521414041519165,7.839830464898063e-08
51,TXNIP,-2.5041069984436035,4.863248049990465e-37
52,CTSS,-2.5039455890655518,8.952517496269865e-07
53,PBXIP1,-2.4898877143859863,5.231479635105764e-09
54,IGFBP3,-2.4524810314178467,4.693603852951453e-87
55,ALOX5,-2.450129270553589,0.0006956281939761053
56,HCAR2,-2.443404197692871,1.1874746558042916e-16
57,RPL3L,-2.438504219055176,2.91131479008649e-06
58,TPPP3,-2.4263501167297363,0.022916305711098345
59,ACKR3,-2.383330821990967,0.000875936113711371
60,FOLR1,-2.3656721115112305,0.04710028870262307
61,SNHG18,-2.357976198196411,1.0399063391892222e-41
62,CAPNS2,-2.354539155960083,0.005208721112087633
63,SOSTDC1,-2.3419809341430664,5.821759058485719e-15
64,RP11-367G18.1,-2.306344747543335,0.012031628890083178
65,PRSS22,-2.2657127380371094,1.452523193587908e-10
66,SOX4,-2.2615349292755127,1.1873840515729052e-143
67,HIST1H2AC,-2.2533271312713623,4.748779949769261e-10
68,AKR1C2,-2.242873191833496,2.263695883924541e-46
69,ALDH3A1,-2.2421579360961914,3.83300978335343e-26
70,ZG16B,-2.2339441776275635,0.0006319463243260648
71,PGM2L1,-2.2152230739593506,0.000688958584163893
72,C1orf21,-2.2021243572235107,1.1353975698992595e-07
