,genes,logfoldchange,pvals
0,BCAS1,-6.628149509429932,0.0008315283699616488
1,SEPP1,-3.92143177986145,0.0012241548584387449
2,EDIL3,-3.7911412715911865,7.083691216499971e-07
3,HPGD,-3.7783212661743164,0.005753736722997704
4,IVL,-3.60615873336792,6.913239737368246e-07
5,RP1-124C6.1,-3.6046926975250244,2.8823989293615975e-06
6,LUM,-3.524738073348999,0.02622161711164467
7,SLC7A8,-3.3307888507843018,0.024710250618422244
8,TNFSF10,-3.2779529094696045,4.871882299153067e-34
9,DIO2,-3.168325662612915,0.029218117588022893
10,RP11-138I17.1,-2.862438917160034,0.019448694337596887
11,UPK3B,-2.8584141731262207,1.5018611450454931e-09
12,CTSH,-2.8242135047912598,6.151642173901968e-50
13,KMO,-2.8241093158721924,2.694372189884601e-05
14,RARRES3,-2.750377655029297,9.98619547472789e-10
15,MMP13,-2.7485787868499756,7.419440474362172e-08
16,LUZP2,-2.6171510219573975,5.5363434749940006e-06
17,SEMA5A,-2.5930392742156982,0.00836671210474704
18,RPL3L,-2.5725395679473877,0.0010896162198552571
19,PBXIP1,-2.5260379314422607,5.279224883475782e-05
20,AC006262.5,-2.5156421661376953,1.7727455642032848e-11
21,CLIC3,-2.433072328567505,9.352120462017628e-36
22,SOSTDC1,-2.4071028232574463,1.3232207734437414e-07
23,ALDH3A1,-2.353299379348755,6.123180151052254e-14
24,KRT13,-2.251716375350952,1.2919321020550116e-08
25,AGR2,-2.2433032989501953,1.0643293243296235e-57
26,C1orf21,-2.203528881072998,0.0008003418921916752
27,ACKR3,-2.19805645942688,0.0295347864488444
28,LRP1,-2.167252779006958,0.011548544795371771
29,SMPDL3A,-2.1491968631744385,0.0008816233999874341
30,COL5A1,-2.139644145965576,0.022000079831674853
31,IQCA1,-2.0816810131073,0.02931632223184482
32,COL12A1,-2.066819667816162,0.00017325666775869108
33,CD24,-2.0666234493255615,3.4967313100597095e-79
34,PBX1,-2.05907940864563,4.0806691791000964e-08
35,DHRS3,-2.044776678085327,4.6278879575352877e-38
36,SORL1,-2.0128462314605713,1.1078400529390773e-08
37,KRT4,-1.9938786029815674,0.0005798950928980195
38,PIF1,-1.9771440029144287,0.022807200419064914
39,ANXA9,-1.9553495645523071,0.0478772185092827
40,SOD3,-1.9434069395065308,0.01721712434407794
41,NDRG4,-1.930056095123291,0.010419226094573204
42,UNC5B-AS1,-1.9235697984695435,3.084056811749029e-12
43,UPK2,-1.8848869800567627,2.5789027381823544e-30
44,RBPMS,-1.87006413936615,0.019165088156503075
45,HCAR2,-1.860817551612854,4.858668328468321e-06
46,MAGED1,-1.838243842124939,0.0019420898556739633
47,ANG,-1.8287415504455566,0.0021989433628750756
48,RP11-277P12.20,-1.8284708261489868,0.0026532768170618526
