,genes,logfoldchange,pvals
0,LINC00958,4.39083194732666,6.891796861037906e-08
1,LY6D,3.1052613258361816,8.339321765904585e-66
2,WIPF3,2.4308218955993652,0.006882645535132348
3,CYP1B1,2.0584089756011963,2.742529196744616e-09
4,GPR153,1.916015863418579,0.006418152274260773
5,PTGS1,1.8197904825210571,1.5602756040156618e-05
6,MMP1,1.8007233142852783,2.8729864805193477e-18
7,PCED1B,1.7648870944976807,6.631400812883051e-12
8,TMEM171,1.7469686269760132,0.036675860401077426
9,SRGN,1.7254432439804077,0.021436988688549808
10,VPS9D1-AS1,1.6695095300674438,0.000336499605475073
11,BAIAP2L2,1.6390554904937744,4.4626300885488386e-07
12,S100A14,1.6281394958496094,1.732659507922649e-16
13,ZNF296,1.5970609188079834,0.0012292980513295552
14,ICAM2,1.5916147232055664,0.007783215833777263
15,SLC25A15,1.5801689624786377,0.007420744506803698
16,IL32,1.474491834640503,0.011099054784388293
17,ETV5,1.4692515134811401,0.0022159263875741785
18,FOSL1,1.4667413234710693,2.1385578749973534e-25
19,CCDC86,1.4082077741622925,2.2870680185939865e-07
20,UBE2C,1.361114740371704,2.599175221164409e-30
21,RP11-500C11.3,1.3500522375106812,0.033926194434715624
22,G0S2,1.34109628200531,2.3100097167454403e-14
23,KRT14,1.3381153345108032,6.880064602291023e-22
24,P2RX5,1.3241503238677979,0.000179327182360193
25,GLIPR1,1.32384192943573,1.0870257636047461e-05
26,DUSP6,1.3103302717208862,9.813184543727072e-11
27,KCNN4,1.3085973262786865,0.0008834278236148031
28,AREG,1.2955636978149414,3.4655743495797184e-22
29,TAF1,1.283407211303711,0.007059534017494232
30,FJX1,1.2568175792694092,1.4516227632333664e-27
31,DUSP4,1.2507978677749634,3.689453581643561e-06
32,AMZ1,1.2398169040679932,0.03440920848795919
33,CD74,1.2242050170898438,2.392818703814997e-07
34,SLC43A3,1.2162197828292847,4.858823306359147e-05
35,HIST1H4C,1.197996973991394,7.86094228813616e-21
36,METTL1,1.183810830116272,1.0005243948980831e-08
37,CDK1,1.1737823486328125,1.1159663933939894e-24
38,KLK11,1.1582622528076172,7.36285663818523e-15
39,FRMD3,1.1572718620300293,0.04227791838119841
40,RECQL4,1.1556074619293213,0.0005372003103050142
41,KLK5,1.154611349105835,1.2935974122965522e-20
42,E2F7,1.1488521099090576,0.013685765410548344
43,CCDC88B,1.1488139629364014,0.03301360021014649
44,PDPN,1.1481385231018066,1.8660252209393904e-09
45,ETS1,1.1378958225250244,0.013134297336777213
46,SRM,1.1350879669189453,5.054807658141597e-48
47,SPHK1,1.132581114768982,1.1421613577092388e-05
48,XRCC3,1.114621639251709,0.03917273336003668
49,TUBB4B,1.1142675876617432,1.7880731695054838e-37
50,ZNF692,1.1135780811309814,0.0010029566761562804
51,MATK,1.108670711517334,0.036834032539231974
52,NPB,1.1039601564407349,0.017517017945616248
53,SLC29A1,1.102534294128418,1.886839198145596e-05
54,F8A3,1.1013742685317993,0.00043286773423356634
55,IFRD2,1.0994726419448853,7.472426881531046e-16
56,CCNA1,1.0889036655426025,7.369669170562997e-05
57,AURKB,1.0884689092636108,9.542589208610358e-24
58,TEX40,1.0805487632751465,0.0006079821887102733
59,AXL,1.079440951347351,9.949306210520966e-07
60,MPV17L2,1.075125813484192,0.001728743257559864
61,KRT17,1.0729289054870605,1.0007716360918675e-17
62,FHL1,1.0711363554000854,4.987984886880744e-06
63,DCBLD2,1.0654854774475098,1.0613212421422049e-14
64,STAMBPL1,1.0614423751831055,0.020002179490291216
65,FANCA,1.0613473653793335,0.001007658658726013
66,MAOA,1.058149814605713,2.577679965339778e-05
67,PIF1,1.0472807884216309,6.232101425701538e-05
68,TUBA1B,1.0428208112716675,1.0599253501999852e-25
69,SLC27A4,1.0422874689102173,0.003358763084348618
70,ETV4,1.0414788722991943,0.028871821644244247
71,TOP2A,1.040530800819397,7.564578123950643e-21
72,NOP16,1.0356508493423462,8.765042308870377e-18
73,RGCC,1.034824013710022,0.021736983200144583
74,CCNF,1.0154378414154053,2.218565911069471e-05
75,NLE1,1.01385498046875,0.00015790153028810323
76,NDUFAF4,1.0135024785995483,7.751564653372941e-11
77,UTP20,1.0061737298965454,0.0017745225666518567
78,RRS1,1.0046724081039429,1.7363444069084478e-08
79,SRRD,1.0045353174209595,0.00020774293905968563
80,PPP1R14A,0.9969425797462463,4.510515641548268e-06
81,RIN1,0.9916902780532837,0.00015169114177612108
82,LYAR,0.9901333451271057,1.7034369354976375e-13
83,LAYN,0.986070454120636,2.207210163396109e-06
84,SLC6A8,0.9807590842247009,0.04868769124983285
85,TUBA1C,0.980544924736023,1.7637956474160424e-27
86,KAZN,0.9789629578590393,0.04399907659990686
87,HPCAL1,0.9769565463066101,1.721863635985137e-06
88,AGPAT5,0.9730409383773804,1.49473367838949e-09
89,LETM2,0.9600308537483215,0.007235741512116641
90,SLC4A7,0.9594094753265381,0.0001094194930192769
91,HMGA2,0.9508811831474304,5.253226919410197e-10
92,SNHG15,0.945172905921936,5.581045985409488e-12
93,IRS1,0.943101704120636,0.0015475023033194556
94,MIB2,0.9409416317939758,1.3792638266099587e-11
95,NOL12,0.9352490901947021,0.00012970995439861237
96,ERVMER34-1,0.9351358413696289,0.0002718583557941322
97,SLC5A6,0.9346141815185547,3.7944810634944585e-08
98,TOMM40,0.9317005276679993,1.970458158395602e-24
99,STC2,0.9281832575798035,2.1073565109131594e-08
100,TWIST2,0.9273106455802917,0.0011001127443254603
101,MRTO4,0.9271202087402344,1.9016051608291844e-19
102,PUM3,0.9267932176589966,2.8632089038996376e-11
103,KPNA2,0.9266750812530518,3.877504511272646e-17
104,NKRF,0.9264111518859863,0.04135143064664965
105,FST,0.9198607802391052,4.9286402541553034e-08
106,POLR3G,0.9177479147911072,2.981580049462793e-05
107,NRP2,0.9171057343482971,0.04601767647361351
108,MAP4K2,0.9155415296554565,0.004028695849652549
109,CSNK1G2,0.9122059345245361,0.0002609481577793174
110,TMEM5,0.91196608543396,9.068929759144566e-06
111,MTFR2,0.9086809158325195,1.4019029119023295e-06
112,SERPINE2,0.9048991203308105,4.3931982206413566e-13
113,TSR1,0.900300920009613,6.95016646190401e-14
114,INHBA,0.8972648978233337,3.1433332579300705e-09
115,NIFK,0.8948332071304321,1.3448925216729563e-21
116,PRRT3-AS1,0.8933477997779846,1.3664162861863812e-08
117,CFD,0.8870019912719727,3.654633228660509e-14
118,WDR4,0.885584831237793,3.8977255859790776e-11
119,ADAT1,0.8844441175460815,0.004993496511121687
120,VPS52,0.8834434747695923,0.0006645917348623255
121,BOP1,0.8804666996002197,8.566886245210879e-19
122,AL133493.2,0.8797139525413513,0.042355912232784315
123,MTURN,0.8785296678543091,0.002603399980794411
124,NME1,0.8768354654312134,4.701163951547896e-42
125,RRP9,0.8752827644348145,2.3535649562559564e-05
126,CHAC2,0.8747289776802063,5.070612369575096e-09
127,OTUD6B,0.8726155757904053,0.0032305109664370127
128,ESCO2,0.8706681132316589,0.001580500605683414
129,METTL8,0.8704116940498352,0.00032700810113684586
130,NUDT8,0.8698983192443848,8.87783727089129e-05
131,PINX1,0.8686929941177368,4.470417476746565e-06
132,MAD1L1,0.8685687780380249,7.3394444642679646e-09
133,FAM126A,0.8679777979850769,0.001398720919880111
134,ADAP1,0.8654175400733948,2.865051286683179e-07
135,CEP85,0.8653430342674255,0.049584887031021534
136,RBM38,0.8628430962562561,0.04014290990789807
137,RFT1,0.8613662123680115,7.272019885693604e-05
138,CCND3,0.8596494793891907,6.69717759991794e-06
139,AIMP2,0.8591875433921814,1.6492475274403194e-22
140,CAPRIN2,0.8544690012931824,0.02083567591664431
141,CAMSAP1,0.852634847164154,0.04481139443252901
142,PRKAR1B,0.8511925339698792,3.8757635870104275e-07
143,SIN3B,0.849389374256134,0.0007865333705876251
144,LINC01615,0.8491817116737366,1.2225984247145457e-06
145,PNO1,0.8457469344139099,1.5520629632745302e-13
146,PDLIM2,0.8435319662094116,0.0006951166731938218
147,TRIM47,0.842639148235321,6.676217849863342e-08
148,RNASEH1-AS1,0.8417298197746277,0.0028844383423434657
149,PHACTR3,0.8409882187843323,0.027440222366526438
150,CDCA5,0.8392947912216187,8.253461173707421e-08
151,EXOSC6,0.8391761183738708,0.0005111003515667638
152,TMEM131,0.8361381888389587,0.01420986336224934
153,CENPP,0.8361115455627441,0.0004348408901294095
154,GEMIN5,0.8360182642936707,0.0045310793803827396
155,FAM83D,0.8349053859710693,3.42800352320332e-08
156,SCRIB,0.8325486779212952,0.014231537746837221
157,LTV1,0.8319154381752014,5.242132521469379e-08
158,WDR74,0.830747127532959,9.187878442142235e-13
159,RASSF8,0.8304585218429565,0.003537392655667483
160,HGH1,0.830251932144165,0.00023382743270125786
161,MYEOV,0.8301002979278564,2.6901116666910436e-08
162,TIMM8A,0.8298315405845642,3.737522441607539e-09
163,MFSD12,0.829425036907196,9.241461272138927e-06
164,LPAR1,0.8279302716255188,0.00026296202890837113
165,OXNAD1,0.8272605538368225,0.01153820453495118
166,DSEL,0.8263275623321533,0.01124258604739636
167,BNIP1,0.8261200785636902,0.006174987174333977
168,CHCHD4,0.8249468207359314,3.0220673896526613e-05
169,PRSS3,0.8245351910591125,5.45229293105785e-17
170,RP11-92G12.3,0.8242172002792358,0.03425996681920284
171,PPAN,0.8237035274505615,1.3043380971528556e-07
172,UBE2S,0.8232849836349487,3.895522804249437e-18
173,PAK1IP1,0.8212721943855286,2.9942412835237297e-16
174,RRM2,0.8185229301452637,5.182255246591952e-15
175,ANAPC1,0.8175988793373108,0.01701825455723462
176,FANCD2,0.8151738047599792,5.104336658922554e-05
177,TRIP13,0.8130713105201721,5.559567667867384e-12
178,DDX21,0.8112846612930298,3.2425822459721856e-24
179,HYLS1,0.8109440207481384,4.4116759953921466e-07
180,KLF2,0.8098905682563782,0.02721022165917816
181,TAF5,0.8097683191299438,0.00010951797650586817
182,HIST1H1A,0.8068428635597229,1.2051297222844186e-11
183,GRWD1,0.8065427541732788,5.369575427661688e-09
184,MFSD1,0.8055644035339355,0.02573354283396305
185,FADD,0.8051496744155884,6.176808636827335e-08
186,CKS2,0.8036186695098877,8.388348878985919e-18
187,NUSAP1,0.8029764294624329,7.152314277348752e-13
188,C4orf32,0.8028662800788879,1.817434354807853e-05
189,NEURL1,0.8027474880218506,9.921864571050685e-08
190,ATAD3B,0.800430178642273,0.0017081794645609214
191,AK4,0.7993444800376892,7.751412280270982e-06
192,PDCD11,0.7990564107894897,7.558009723000108e-09
193,GNA12,0.7987739443778992,0.0028008658796489566
194,SERPINB8,0.7980065941810608,9.5376196012874e-06
195,FARSB,0.7966796159744263,3.201643958364275e-10
196,CTHRC1,0.7947272658348083,0.028053930374629703
197,ARHGAP11B,0.7947261333465576,0.01284221631527478
198,MDFI,0.7904110550880432,1.388535292950778e-10
199,PNPT1,0.7893587350845337,6.14346600028411e-07
200,MCM8,0.7888627052307129,0.022861869372871227
201,EIF2B3,0.7888383865356445,1.3274844498185574e-06
202,CYSRT1,0.7878913283348083,0.000248312757289428
203,ARHGEF39,0.7878767848014832,0.0005775152065222826
204,NPM3,0.7877663969993591,2.7856501351869844e-24
205,NT5E,0.7860319018363953,1.913040123698919e-05
206,SMAP2,0.7852824330329895,0.022464153258098574
207,SKA1,0.7819511890411377,0.01750140228917171
208,SPATA5L1,0.781882643699646,0.016536946570024875
209,ZNF576,0.7780544757843018,0.016952366013353
210,CD3EAP,0.7765970230102539,5.243453218096707e-13
211,SLFN13,0.7762019634246826,0.03879855668427083
212,FAM98A,0.7755964994430542,5.1171994651494e-07
213,ZWINT,0.7735185623168945,2.7684291229576966e-14
214,CYCS,0.7715982794761658,4.541215010837767e-37
215,TPBG,0.7715885639190674,4.228288135459579e-09
216,PPIL2,0.7694476842880249,0.0361170662681977
