signature,log2FC
EPB41L3,1.77039170265198
RAP1GAP2,1.4511034488678
MMP1,1.38489377498627
FN1,1.37464439868927
IMMP2L,1.29832708835602
PTPRN2,1.24959254264832
GAL,1.15695667266846
RP11-774D14.1,1.1431337594986
NUDT8,1.08640539646149
STXBP6,1.06475830078125
PDE1C,1.05720627307892
IL24,1.00453853607178
CYB5D2,0.99164879322052
TAGLN,0.962881803512573
LOX,0.922562539577484
NRP2,0.894156098365784
TNC,0.870349943637848
JOSD2,0.848648607730866
DCLK1,0.846825361251831
JDP2,0.835417151451111
CRELD2,0.830433249473572
RP4-555D20.4,0.816966593265533
FKBP9,0.793947160243988
VSTM1,0.781529664993286
ITGA6,0.727030694484711
PLPP5,0.703921020030975
IGFBP6,0.673588752746582
TMEM161A,0.664160788059235
CLMP,0.648649871349335
CTD-2263F21.1,0.642526924610138
SEMA3A,0.636734485626221
FUBP1,0.635432898998261
NPAT,0.630411744117737
RFT1,0.623833894729614
CH17-189H20.1,0.621328890323639
NUCB2,0.617279529571533
TST,0.606589734554291
TMEM2,0.602345168590546
PLCB4,0.595781266689301
PIGU,0.589650928974152
RP11-783K16.5,0.589123725891113
DHRS7,0.588594317436218
LINC00707,0.583718657493591
TMCO3,0.579744040966034
ABHD3,0.579523682594299
KISS1,0.577914834022522
DMKN,0.574835181236267
PHGDH,0.569114744663239
SBF2-AS1,0.562021911144257
EFTUD1,0.559129238128662
CPVL,0.555085301399231
VPS51,0.554691553115845
PLGRKT,0.552760124206543
PTN,0.552626609802246
DARS2,0.55051064491272
SPANXC,0.549884974956513
ZFC3H1,0.543956875801086
PRKCDBP,0.534684002399445
RFXANK,0.533483862876892
MYEF2,0.532586932182312
HEATR1,0.529944241046906
NDUFA13,0.523545503616333
CTSL,0.521457493305206
RAB11FIP1,0.521262407302856
TBCD,0.520339250564575
MARS,0.512661159038544
EMC10,0.507353067398071
COPE,0.505121827125549
STIL,0.504414081573486
MTRNR2L12,0.496425926685333
CTBS,0.495167553424835
IL18,0.493377983570099
DEAF1,0.490730702877045
DNASE2,0.485500127077103
RAC3,0.484029620885849
IVNS1ABP,0.483553290367127
AREG,0.482552081346512
GALC,0.481589078903198
SHTN1,0.480491369962692
RALGAPB,0.479761391878128
FBXO3,0.476881325244904
FXR2,0.476120859384537
HTATIP2,0.471691429615021
RP11-111M22.3,0.470529735088348
MOGS,0.470205396413803
KCNQ1OT1,0.467994838953018
MAGEA6,0.465911626815796
CCSER2,0.465695828199387
TMEM237,0.464694142341614
RPS6KA4,0.462390899658203
DYNC1H1,0.461969017982483
SPANXB1,0.457458257675171
DGUOK-AS1,0.456817865371704
PEX16,0.453293144702911
DNAJC3,0.452281802892685
SHKBP1,0.451279699802399
WDR70,0.451170653104782
ABHD14B,0.450189560651779
FER,0.449949979782105
TADA2A,0.442473351955414
SAP30L,0.442414492368698
STRN,0.442290812730789
RABAC1,0.439079612493515
PCID2,0.438764870166779
TCTEX1D2,0.438520044088364
EGLN1,0.437612265348435
TPGS1,0.436223864555359
TMED1,0.429648667573929
BRE,0.42797976732254
FAM173A,0.427840262651444
CDK13,0.427596360445023
HSPA5,0.427022278308868
FAM129A,0.425473928451538
SAMHD1,0.425308614969254
IFI27L2,0.424344718456268
GLRX,0.422932803630829
ARMC6,0.421144515275955
IFI27L1,0.416054725646973
HIST1H1C,0.41546767950058
ATMIN,0.414821743965149
TRIOBP,0.414144426584244
PDIA4,0.412618726491928
MDM4,0.409109473228455
FAM89A,0.409006357192993
PRR7,0.405142694711685
MCTP1,0.404401868581772
COQ2,0.403433948755264
SEL1L,0.402269452810288
UROS,0.401627421379089
KDELC2,0.399885505437851
TMEM223,0.399330645799637
ADAMTS6,0.397400826215744
PCYT2,0.397207647562027
