key,term,es,overlap,ledge,signature_genes,perc,KM_HZ
4_vs_proxy_parental_UP,cellular response to interferon-gamma (GO:0071346),0.7215596010637507,HLA-DRB1;HLA-DRA;HLA-DPA1,HLA-DRB1;HLA-DRA;HLA-DPA1,RP11-800A18.4;PCSK1N;ITM2A;HLA-DRB1;RORA;HLA-DRA;HLA-DPA1;GNGT2;PPP1R14C;RP11-676J12.7;IFI27;TMCO2;CD74;SESN3;BEX5;GMFG;CCDC190;CTSS;PIK3CG;IGSF3;FGF13;SORBS2;FAM46C;CLEC2B;NEURL1B;HLA-DMA;NRK;GABBR2;LRP1;FAM49A;COL6A3;LVCAT1;AURKA;ARL6IP1;XAF1;IFIT1;GLUL;RP5-1198O20.4;TRAC;ITGB4;FAM84A;HMGN5;PPM1E;RP11-148B18.1;NEK2;CRADD;LMO2;MX1;TMEM71;CD82;PSRC1;HIC1;CDC25C;CDCA8;SHISA3;PLAU;FAM83D;CCNB1;CATSPER1;RAET1E;CABYR;PLAT;CREB3L1;CENPA;ST8SIA4;FAM43A;ADIRF;CKAP2;GPAT2;NEDD4L;ASPM;PLK1;SGOL2;GAS2L3;KDM5B;KIF2C;ATP9B;PIF1;CXCL1;KIF14;RSBN1;CENPE;FRMD4B;DEPDC1;TNFAIP8L1;B3GNT7;MTMR6;KIF20A;DLGAP5;KLHL15;HMMR;CXCR4;KIF18A;UBALD2;INHBB;CDCA3;UBE2C;SLFN5;HJURP;TOP2A;CNTRL;SDPR;ECM1;CCDC18;KNSTRN;BTG1;ATXN1;NUF2;PTTG1IP;CKS2;KPNA2;CDCA2;COL6A1;VANGL1;MT1F;NDE1;TPX2;SLCO1B3;CLCF1;EPB41L4B;CENPF;PYCARD;RP11-108M9.4;ADGRG1;CCNA1;CORO2B;FPGT;BORA;SOCS1;SERINC2;CCNF;DBF4B;EVA1A;ATP10A;SYTL3;GTSE1;AKR1C3;CEP97;FAM214B;SLCO4A1-AS1;SPAG5;LYPD1;HAUS6;SOGA1;TGIF1;SLC16A2;PCNT;INCENP;NDC80;PLEKHA6;FAM72D;BRD8;AC011893.3;UACA;PRC1;ADARB1;TBC1D4;STC1;NUDT14;CKAP2L;TTK;FAM72C;NARS;CDC25B;RP11-818F20.5;FAM110A;PRPS1;ARHGEF39,1.0,2.62399523782098
4_vs_proxy_parental_UP,antigen receptor-mediated signaling pathway (GO:0050851),0.6912125341983077,HLA-DRB1;HLA-DRA;HLA-DPA1;TRAC,HLA-DRB1;HLA-DRA;HLA-DPA1;TRAC,RP11-800A18.4;PCSK1N;ITM2A;HLA-DRB1;RORA;HLA-DRA;HLA-DPA1;GNGT2;PPP1R14C;RP11-676J12.7;IFI27;TMCO2;CD74;SESN3;BEX5;GMFG;CCDC190;CTSS;PIK3CG;IGSF3;FGF13;SORBS2;FAM46C;CLEC2B;NEURL1B;HLA-DMA;NRK;GABBR2;LRP1;FAM49A;COL6A3;LVCAT1;AURKA;ARL6IP1;XAF1;IFIT1;GLUL;RP5-1198O20.4;TRAC;ITGB4;FAM84A;HMGN5;PPM1E;RP11-148B18.1;NEK2;CRADD;LMO2;MX1;TMEM71;CD82;PSRC1;HIC1;CDC25C;CDCA8;SHISA3;PLAU;FAM83D;CCNB1;CATSPER1;RAET1E;CABYR;PLAT;CREB3L1;CENPA;ST8SIA4;FAM43A;ADIRF;CKAP2;GPAT2;NEDD4L;ASPM;PLK1;SGOL2;GAS2L3;KDM5B;KIF2C;ATP9B;PIF1;CXCL1;KIF14;RSBN1;CENPE;FRMD4B;DEPDC1;TNFAIP8L1;B3GNT7;MTMR6;KIF20A;DLGAP5;KLHL15;HMMR;CXCR4;KIF18A;UBALD2;INHBB;CDCA3;UBE2C;SLFN5;HJURP;TOP2A;CNTRL;SDPR;ECM1;CCDC18;KNSTRN;BTG1;ATXN1;NUF2;PTTG1IP;CKS2;KPNA2;CDCA2;COL6A1;VANGL1;MT1F;NDE1;TPX2;SLCO1B3;CLCF1;EPB41L4B;CENPF;PYCARD;RP11-108M9.4;ADGRG1;CCNA1;CORO2B;FPGT;BORA;SOCS1;SERINC2;CCNF;DBF4B;EVA1A;ATP10A;SYTL3;GTSE1;AKR1C3;CEP97;FAM214B;SLCO4A1-AS1;SPAG5;LYPD1;HAUS6;SOGA1;TGIF1;SLC16A2;PCNT;INCENP;NDC80;PLEKHA6;FAM72D;BRD8;AC011893.3;UACA;PRC1;ADARB1;TBC1D4;STC1;NUDT14;CKAP2L;TTK;FAM72C;NARS;CDC25B;RP11-818F20.5;FAM110A;PRPS1;ARHGEF39,1.0,2.62399523782098
4_vs_proxy_parental_UP,T cell receptor signaling pathway (GO:0050852),0.6912125341983077,HLA-DRB1;HLA-DRA;HLA-DPA1;TRAC,HLA-DRB1;HLA-DRA;HLA-DPA1;TRAC,RP11-800A18.4;PCSK1N;ITM2A;HLA-DRB1;RORA;HLA-DRA;HLA-DPA1;GNGT2;PPP1R14C;RP11-676J12.7;IFI27;TMCO2;CD74;SESN3;BEX5;GMFG;CCDC190;CTSS;PIK3CG;IGSF3;FGF13;SORBS2;FAM46C;CLEC2B;NEURL1B;HLA-DMA;NRK;GABBR2;LRP1;FAM49A;COL6A3;LVCAT1;AURKA;ARL6IP1;XAF1;IFIT1;GLUL;RP5-1198O20.4;TRAC;ITGB4;FAM84A;HMGN5;PPM1E;RP11-148B18.1;NEK2;CRADD;LMO2;MX1;TMEM71;CD82;PSRC1;HIC1;CDC25C;CDCA8;SHISA3;PLAU;FAM83D;CCNB1;CATSPER1;RAET1E;CABYR;PLAT;CREB3L1;CENPA;ST8SIA4;FAM43A;ADIRF;CKAP2;GPAT2;NEDD4L;ASPM;PLK1;SGOL2;GAS2L3;KDM5B;KIF2C;ATP9B;PIF1;CXCL1;KIF14;RSBN1;CENPE;FRMD4B;DEPDC1;TNFAIP8L1;B3GNT7;MTMR6;KIF20A;DLGAP5;KLHL15;HMMR;CXCR4;KIF18A;UBALD2;INHBB;CDCA3;UBE2C;SLFN5;HJURP;TOP2A;CNTRL;SDPR;ECM1;CCDC18;KNSTRN;BTG1;ATXN1;NUF2;PTTG1IP;CKS2;KPNA2;CDCA2;COL6A1;VANGL1;MT1F;NDE1;TPX2;SLCO1B3;CLCF1;EPB41L4B;CENPF;PYCARD;RP11-108M9.4;ADGRG1;CCNA1;CORO2B;FPGT;BORA;SOCS1;SERINC2;CCNF;DBF4B;EVA1A;ATP10A;SYTL3;GTSE1;AKR1C3;CEP97;FAM214B;SLCO4A1-AS1;SPAG5;LYPD1;HAUS6;SOGA1;TGIF1;SLC16A2;PCNT;INCENP;NDC80;PLEKHA6;FAM72D;BRD8;AC011893.3;UACA;PRC1;ADARB1;TBC1D4;STC1;NUDT14;CKAP2L;TTK;FAM72C;NARS;CDC25B;RP11-818F20.5;FAM110A;PRPS1;ARHGEF39,1.0,2.62399523782098
4_vs_proxy_parental_UP,metaphase plate congression (GO:0051310),0.7747016244865297,PSRC1;CDCA8;FAM83D;CCNB1;KIF2C;KIF14;CENPE;KIF18A;CENPF;NDC80,PSRC1;CDCA8;FAM83D;CCNB1;KIF2C;KIF14;CENPE;KIF18A;CENPF;NDC80;KIFC1;SPDL1,RP11-800A18.4;PCSK1N;ITM2A;HLA-DRB1;RORA;HLA-DRA;HLA-DPA1;GNGT2;PPP1R14C;RP11-676J12.7;IFI27;TMCO2;CD74;SESN3;BEX5;GMFG;CCDC190;CTSS;PIK3CG;IGSF3;FGF13;SORBS2;FAM46C;CLEC2B;NEURL1B;HLA-DMA;NRK;GABBR2;LRP1;FAM49A;COL6A3;LVCAT1;AURKA;ARL6IP1;XAF1;IFIT1;GLUL;RP5-1198O20.4;TRAC;ITGB4;FAM84A;HMGN5;PPM1E;RP11-148B18.1;NEK2;CRADD;LMO2;MX1;TMEM71;CD82;PSRC1;HIC1;CDC25C;CDCA8;SHISA3;PLAU;FAM83D;CCNB1;CATSPER1;RAET1E;CABYR;PLAT;CREB3L1;CENPA;ST8SIA4;FAM43A;ADIRF;CKAP2;GPAT2;NEDD4L;ASPM;PLK1;SGOL2;GAS2L3;KDM5B;KIF2C;ATP9B;PIF1;CXCL1;KIF14;RSBN1;CENPE;FRMD4B;DEPDC1;TNFAIP8L1;B3GNT7;MTMR6;KIF20A;DLGAP5;KLHL15;HMMR;CXCR4;KIF18A;UBALD2;INHBB;CDCA3;UBE2C;SLFN5;HJURP;TOP2A;CNTRL;SDPR;ECM1;CCDC18;KNSTRN;BTG1;ATXN1;NUF2;PTTG1IP;CKS2;KPNA2;CDCA2;COL6A1;VANGL1;MT1F;NDE1;TPX2;SLCO1B3;CLCF1;EPB41L4B;CENPF;PYCARD;RP11-108M9.4;ADGRG1;CCNA1;CORO2B;FPGT;BORA;SOCS1;SERINC2;CCNF;DBF4B;EVA1A;ATP10A;SYTL3;GTSE1;AKR1C3;CEP97;FAM214B;SLCO4A1-AS1;SPAG5;LYPD1;HAUS6;SOGA1;TGIF1;SLC16A2;PCNT;INCENP;NDC80;PLEKHA6;FAM72D;BRD8;AC011893.3;UACA;PRC1;ADARB1;TBC1D4;STC1;NUDT14;CKAP2L;TTK;FAM72C;NARS;CDC25B;RP11-818F20.5;FAM110A;PRPS1;ARHGEF39,0.8333333333333334,2.62399523782098
4_vs_proxy_parental_UP,mitotic metaphase plate congression (GO:0007080),0.7187937037038137,PSRC1;CDCA8;CCNB1;KIF2C;KIF14;CENPE;KIF18A;NUF2;NDC80,PSRC1;CDCA8;CCNB1;KIF2C;KIF14;CENPE;KIF18A;NUF2;NDC80;KIFC1;SPDL1,RP11-800A18.4;PCSK1N;ITM2A;HLA-DRB1;RORA;HLA-DRA;HLA-DPA1;GNGT2;PPP1R14C;RP11-676J12.7;IFI27;TMCO2;CD74;SESN3;BEX5;GMFG;CCDC190;CTSS;PIK3CG;IGSF3;FGF13;SORBS2;FAM46C;CLEC2B;NEURL1B;HLA-DMA;NRK;GABBR2;LRP1;FAM49A;COL6A3;LVCAT1;AURKA;ARL6IP1;XAF1;IFIT1;GLUL;RP5-1198O20.4;TRAC;ITGB4;FAM84A;HMGN5;PPM1E;RP11-148B18.1;NEK2;CRADD;LMO2;MX1;TMEM71;CD82;PSRC1;HIC1;CDC25C;CDCA8;SHISA3;PLAU;FAM83D;CCNB1;CATSPER1;RAET1E;CABYR;PLAT;CREB3L1;CENPA;ST8SIA4;FAM43A;ADIRF;CKAP2;GPAT2;NEDD4L;ASPM;PLK1;SGOL2;GAS2L3;KDM5B;KIF2C;ATP9B;PIF1;CXCL1;KIF14;RSBN1;CENPE;FRMD4B;DEPDC1;TNFAIP8L1;B3GNT7;MTMR6;KIF20A;DLGAP5;KLHL15;HMMR;CXCR4;KIF18A;UBALD2;INHBB;CDCA3;UBE2C;SLFN5;HJURP;TOP2A;CNTRL;SDPR;ECM1;CCDC18;KNSTRN;BTG1;ATXN1;NUF2;PTTG1IP;CKS2;KPNA2;CDCA2;COL6A1;VANGL1;MT1F;NDE1;TPX2;SLCO1B3;CLCF1;EPB41L4B;CENPF;PYCARD;RP11-108M9.4;ADGRG1;CCNA1;CORO2B;FPGT;BORA;SOCS1;SERINC2;CCNF;DBF4B;EVA1A;ATP10A;SYTL3;GTSE1;AKR1C3;CEP97;FAM214B;SLCO4A1-AS1;SPAG5;LYPD1;HAUS6;SOGA1;TGIF1;SLC16A2;PCNT;INCENP;NDC80;PLEKHA6;FAM72D;BRD8;AC011893.3;UACA;PRC1;ADARB1;TBC1D4;STC1;NUDT14;CKAP2L;TTK;FAM72C;NARS;CDC25B;RP11-818F20.5;FAM110A;PRPS1;ARHGEF39,0.8181818181818182,2.62399523782098
4_vs_proxy_parental_UP,antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886),0.672014257439241,HLA-DRB1;HLA-DRA;HLA-DPA1;CD74;CTSS;HLA-DMA;KIF2C;CENPE;KIF18A,HLA-DRB1;HLA-DRA;HLA-DPA1;CD74;CTSS;HLA-DMA;KIF2C;CENPE;KIF18A;KIF11;RACGAP1;CAPZA1;KIF23;KIF4A;KLC1,RP11-800A18.4;PCSK1N;ITM2A;HLA-DRB1;RORA;HLA-DRA;HLA-DPA1;GNGT2;PPP1R14C;RP11-676J12.7;IFI27;TMCO2;CD74;SESN3;BEX5;GMFG;CCDC190;CTSS;PIK3CG;IGSF3;FGF13;SORBS2;FAM46C;CLEC2B;NEURL1B;HLA-DMA;NRK;GABBR2;LRP1;FAM49A;COL6A3;LVCAT1;AURKA;ARL6IP1;XAF1;IFIT1;GLUL;RP5-1198O20.4;TRAC;ITGB4;FAM84A;HMGN5;PPM1E;RP11-148B18.1;NEK2;CRADD;LMO2;MX1;TMEM71;CD82;PSRC1;HIC1;CDC25C;CDCA8;SHISA3;PLAU;FAM83D;CCNB1;CATSPER1;RAET1E;CABYR;PLAT;CREB3L1;CENPA;ST8SIA4;FAM43A;ADIRF;CKAP2;GPAT2;NEDD4L;ASPM;PLK1;SGOL2;GAS2L3;KDM5B;KIF2C;ATP9B;PIF1;CXCL1;KIF14;RSBN1;CENPE;FRMD4B;DEPDC1;TNFAIP8L1;B3GNT7;MTMR6;KIF20A;DLGAP5;KLHL15;HMMR;CXCR4;KIF18A;UBALD2;INHBB;CDCA3;UBE2C;SLFN5;HJURP;TOP2A;CNTRL;SDPR;ECM1;CCDC18;KNSTRN;BTG1;ATXN1;NUF2;PTTG1IP;CKS2;KPNA2;CDCA2;COL6A1;VANGL1;MT1F;NDE1;TPX2;SLCO1B3;CLCF1;EPB41L4B;CENPF;PYCARD;RP11-108M9.4;ADGRG1;CCNA1;CORO2B;FPGT;BORA;SOCS1;SERINC2;CCNF;DBF4B;EVA1A;ATP10A;SYTL3;GTSE1;AKR1C3;CEP97;FAM214B;SLCO4A1-AS1;SPAG5;LYPD1;HAUS6;SOGA1;TGIF1;SLC16A2;PCNT;INCENP;NDC80;PLEKHA6;FAM72D;BRD8;AC011893.3;UACA;PRC1;ADARB1;TBC1D4;STC1;NUDT14;CKAP2L;TTK;FAM72C;NARS;CDC25B;RP11-818F20.5;FAM110A;PRPS1;ARHGEF39,0.6,2.62399523782098
4_vs_proxy_parental_UP,antigen processing and presentation of exogenous peptide antigen (GO:0002478),0.672014257439241,HLA-DRB1;HLA-DRA;HLA-DPA1;CD74;CTSS;HLA-DMA;KIF2C;CENPE;KIF18A,HLA-DRB1;HLA-DRA;HLA-DPA1;CD74;CTSS;HLA-DMA;KIF2C;CENPE;KIF18A;KIF11;RACGAP1;CAPZA1;KIF23;KIF4A;KLC1,RP11-800A18.4;PCSK1N;ITM2A;HLA-DRB1;RORA;HLA-DRA;HLA-DPA1;GNGT2;PPP1R14C;RP11-676J12.7;IFI27;TMCO2;CD74;SESN3;BEX5;GMFG;CCDC190;CTSS;PIK3CG;IGSF3;FGF13;SORBS2;FAM46C;CLEC2B;NEURL1B;HLA-DMA;NRK;GABBR2;LRP1;FAM49A;COL6A3;LVCAT1;AURKA;ARL6IP1;XAF1;IFIT1;GLUL;RP5-1198O20.4;TRAC;ITGB4;FAM84A;HMGN5;PPM1E;RP11-148B18.1;NEK2;CRADD;LMO2;MX1;TMEM71;CD82;PSRC1;HIC1;CDC25C;CDCA8;SHISA3;PLAU;FAM83D;CCNB1;CATSPER1;RAET1E;CABYR;PLAT;CREB3L1;CENPA;ST8SIA4;FAM43A;ADIRF;CKAP2;GPAT2;NEDD4L;ASPM;PLK1;SGOL2;GAS2L3;KDM5B;KIF2C;ATP9B;PIF1;CXCL1;KIF14;RSBN1;CENPE;FRMD4B;DEPDC1;TNFAIP8L1;B3GNT7;MTMR6;KIF20A;DLGAP5;KLHL15;HMMR;CXCR4;KIF18A;UBALD2;INHBB;CDCA3;UBE2C;SLFN5;HJURP;TOP2A;CNTRL;SDPR;ECM1;CCDC18;KNSTRN;BTG1;ATXN1;NUF2;PTTG1IP;CKS2;KPNA2;CDCA2;COL6A1;VANGL1;MT1F;NDE1;TPX2;SLCO1B3;CLCF1;EPB41L4B;CENPF;PYCARD;RP11-108M9.4;ADGRG1;CCNA1;CORO2B;FPGT;BORA;SOCS1;SERINC2;CCNF;DBF4B;EVA1A;ATP10A;SYTL3;GTSE1;AKR1C3;CEP97;FAM214B;SLCO4A1-AS1;SPAG5;LYPD1;HAUS6;SOGA1;TGIF1;SLC16A2;PCNT;INCENP;NDC80;PLEKHA6;FAM72D;BRD8;AC011893.3;UACA;PRC1;ADARB1;TBC1D4;STC1;NUDT14;CKAP2L;TTK;FAM72C;NARS;CDC25B;RP11-818F20.5;FAM110A;PRPS1;ARHGEF39,0.6,2.62399523782098
4_vs_proxy_parental_UP,antigen processing and presentation of peptide antigen via MHC class II (GO:0002495),0.672014257439241,HLA-DRB1;HLA-DRA;HLA-DPA1;CD74;CTSS;HLA-DMA;KIF2C;CENPE;KIF18A,HLA-DRB1;HLA-DRA;HLA-DPA1;CD74;CTSS;HLA-DMA;KIF2C;CENPE;KIF18A;KIF11;RACGAP1;CAPZA1;KIF23;KIF4A;KLC1,RP11-800A18.4;PCSK1N;ITM2A;HLA-DRB1;RORA;HLA-DRA;HLA-DPA1;GNGT2;PPP1R14C;RP11-676J12.7;IFI27;TMCO2;CD74;SESN3;BEX5;GMFG;CCDC190;CTSS;PIK3CG;IGSF3;FGF13;SORBS2;FAM46C;CLEC2B;NEURL1B;HLA-DMA;NRK;GABBR2;LRP1;FAM49A;COL6A3;LVCAT1;AURKA;ARL6IP1;XAF1;IFIT1;GLUL;RP5-1198O20.4;TRAC;ITGB4;FAM84A;HMGN5;PPM1E;RP11-148B18.1;NEK2;CRADD;LMO2;MX1;TMEM71;CD82;PSRC1;HIC1;CDC25C;CDCA8;SHISA3;PLAU;FAM83D;CCNB1;CATSPER1;RAET1E;CABYR;PLAT;CREB3L1;CENPA;ST8SIA4;FAM43A;ADIRF;CKAP2;GPAT2;NEDD4L;ASPM;PLK1;SGOL2;GAS2L3;KDM5B;KIF2C;ATP9B;PIF1;CXCL1;KIF14;RSBN1;CENPE;FRMD4B;DEPDC1;TNFAIP8L1;B3GNT7;MTMR6;KIF20A;DLGAP5;KLHL15;HMMR;CXCR4;KIF18A;UBALD2;INHBB;CDCA3;UBE2C;SLFN5;HJURP;TOP2A;CNTRL;SDPR;ECM1;CCDC18;KNSTRN;BTG1;ATXN1;NUF2;PTTG1IP;CKS2;KPNA2;CDCA2;COL6A1;VANGL1;MT1F;NDE1;TPX2;SLCO1B3;CLCF1;EPB41L4B;CENPF;PYCARD;RP11-108M9.4;ADGRG1;CCNA1;CORO2B;FPGT;BORA;SOCS1;SERINC2;CCNF;DBF4B;EVA1A;ATP10A;SYTL3;GTSE1;AKR1C3;CEP97;FAM214B;SLCO4A1-AS1;SPAG5;LYPD1;HAUS6;SOGA1;TGIF1;SLC16A2;PCNT;INCENP;NDC80;PLEKHA6;FAM72D;BRD8;AC011893.3;UACA;PRC1;ADARB1;TBC1D4;STC1;NUDT14;CKAP2L;TTK;FAM72C;NARS;CDC25B;RP11-818F20.5;FAM110A;PRPS1;ARHGEF39,0.6,2.62399523782098
4_vs_proxy_parental_UP,regulation of cell cycle process (GO:0010564),0.6396096090662732,AURKA;NEK2;CDC25C;PLK1;KIF20A;KNSTRN;BORA;SPAG5;PRC1,AURKA;NEK2;CDC25C;PLK1;KIF20A;KNSTRN;BORA;SPAG5;PRC1;KIF20B;RACGAP1;SH3GLB1;MKI67;ECT2;CALM2,RP11-800A18.4;PCSK1N;ITM2A;HLA-DRB1;RORA;HLA-DRA;HLA-DPA1;GNGT2;PPP1R14C;RP11-676J12.7;IFI27;TMCO2;CD74;SESN3;BEX5;GMFG;CCDC190;CTSS;PIK3CG;IGSF3;FGF13;SORBS2;FAM46C;CLEC2B;NEURL1B;HLA-DMA;NRK;GABBR2;LRP1;FAM49A;COL6A3;LVCAT1;AURKA;ARL6IP1;XAF1;IFIT1;GLUL;RP5-1198O20.4;TRAC;ITGB4;FAM84A;HMGN5;PPM1E;RP11-148B18.1;NEK2;CRADD;LMO2;MX1;TMEM71;CD82;PSRC1;HIC1;CDC25C;CDCA8;SHISA3;PLAU;FAM83D;CCNB1;CATSPER1;RAET1E;CABYR;PLAT;CREB3L1;CENPA;ST8SIA4;FAM43A;ADIRF;CKAP2;GPAT2;NEDD4L;ASPM;PLK1;SGOL2;GAS2L3;KDM5B;KIF2C;ATP9B;PIF1;CXCL1;KIF14;RSBN1;CENPE;FRMD4B;DEPDC1;TNFAIP8L1;B3GNT7;MTMR6;KIF20A;DLGAP5;KLHL15;HMMR;CXCR4;KIF18A;UBALD2;INHBB;CDCA3;UBE2C;SLFN5;HJURP;TOP2A;CNTRL;SDPR;ECM1;CCDC18;KNSTRN;BTG1;ATXN1;NUF2;PTTG1IP;CKS2;KPNA2;CDCA2;COL6A1;VANGL1;MT1F;NDE1;TPX2;SLCO1B3;CLCF1;EPB41L4B;CENPF;PYCARD;RP11-108M9.4;ADGRG1;CCNA1;CORO2B;FPGT;BORA;SOCS1;SERINC2;CCNF;DBF4B;EVA1A;ATP10A;SYTL3;GTSE1;AKR1C3;CEP97;FAM214B;SLCO4A1-AS1;SPAG5;LYPD1;HAUS6;SOGA1;TGIF1;SLC16A2;PCNT;INCENP;NDC80;PLEKHA6;FAM72D;BRD8;AC011893.3;UACA;PRC1;ADARB1;TBC1D4;STC1;NUDT14;CKAP2L;TTK;FAM72C;NARS;CDC25B;RP11-818F20.5;FAM110A;PRPS1;ARHGEF39,0.6,2.62399523782098
4_vs_proxy_parental_UP,mitotic sister chromatid segregation (GO:0000070),0.6262226406930523,PSRC1;CDCA8;CCNB1;PLK1;KIF2C;KIF14;CENPE;DLGAP5;KIF18A;KNSTRN;SPAG5;NDC80;PRC1,PSRC1;CDCA8;CCNB1;PLK1;KIF2C;KIF14;CENPE;DLGAP5;KIF18A;KNSTRN;SPAG5;NDC80;PRC1;KIFC1;SPDL1;KIF23;ESPL1;KIF18B;NUSAP1;CHMP5;SMC4;NCAPG,RP11-800A18.4;PCSK1N;ITM2A;HLA-DRB1;RORA;HLA-DRA;HLA-DPA1;GNGT2;PPP1R14C;RP11-676J12.7;IFI27;TMCO2;CD74;SESN3;BEX5;GMFG;CCDC190;CTSS;PIK3CG;IGSF3;FGF13;SORBS2;FAM46C;CLEC2B;NEURL1B;HLA-DMA;NRK;GABBR2;LRP1;FAM49A;COL6A3;LVCAT1;AURKA;ARL6IP1;XAF1;IFIT1;GLUL;RP5-1198O20.4;TRAC;ITGB4;FAM84A;HMGN5;PPM1E;RP11-148B18.1;NEK2;CRADD;LMO2;MX1;TMEM71;CD82;PSRC1;HIC1;CDC25C;CDCA8;SHISA3;PLAU;FAM83D;CCNB1;CATSPER1;RAET1E;CABYR;PLAT;CREB3L1;CENPA;ST8SIA4;FAM43A;ADIRF;CKAP2;GPAT2;NEDD4L;ASPM;PLK1;SGOL2;GAS2L3;KDM5B;KIF2C;ATP9B;PIF1;CXCL1;KIF14;RSBN1;CENPE;FRMD4B;DEPDC1;TNFAIP8L1;B3GNT7;MTMR6;KIF20A;DLGAP5;KLHL15;HMMR;CXCR4;KIF18A;UBALD2;INHBB;CDCA3;UBE2C;SLFN5;HJURP;TOP2A;CNTRL;SDPR;ECM1;CCDC18;KNSTRN;BTG1;ATXN1;NUF2;PTTG1IP;CKS2;KPNA2;CDCA2;COL6A1;VANGL1;MT1F;NDE1;TPX2;SLCO1B3;CLCF1;EPB41L4B;CENPF;PYCARD;RP11-108M9.4;ADGRG1;CCNA1;CORO2B;FPGT;BORA;SOCS1;SERINC2;CCNF;DBF4B;EVA1A;ATP10A;SYTL3;GTSE1;AKR1C3;CEP97;FAM214B;SLCO4A1-AS1;SPAG5;LYPD1;HAUS6;SOGA1;TGIF1;SLC16A2;PCNT;INCENP;NDC80;PLEKHA6;FAM72D;BRD8;AC011893.3;UACA;PRC1;ADARB1;TBC1D4;STC1;NUDT14;CKAP2L;TTK;FAM72C;NARS;CDC25B;RP11-818F20.5;FAM110A;PRPS1;ARHGEF39,0.5909090909090909,2.62399523782098
